event pre_time(s) post_time(s) val
switch 0 1606545 0,0,10,0
rssi -13144845255 -13141618415 11263
rssi -13141605864 -13139022387 11263
rssi -13139021525 -13136381354 11263
rssi -13136380106 -13133750176 11167
rssi -13133749775 -13131038336 11167
rssi -13131025809 -13128413340 11167
rssi -13128412410 -13125782941 11405
rssi -13125782014 -13123233361 11405
rssi -13123232926 -13120615813 11405
rssi -13120613960 -13117980782 11133
rssi -13117980382 -13115352869 11133
rssi -13115352464 -13112721484 11133
rssi -13112721083 -13110001444 11116
rssi -13110000507 -13107366852 11116
rssi -13107365848 -13104793548 11116
rssi -13104792592 -13102107237 11150
rssi -13102106290 -13099476342 11150
rssi -13099463311 -13096848783 11150
rssi -13096847840 -13094291752 11072
rssi -13094290693 -13091684665 11072
rssi -13091684264 -13089031015 11072
rssi -13089030601 -13086400962 11033
rssi -13086400544 -13083768519 11033
rssi -13083768079 -13081139224 11033
rssi -13081138793 -13078510688 11133
rssi -13078510247 -13075878570 11133
rssi -13075878151 -13073250922 11100
rssi -13073250506 -13070621827 11100
rssi -13070621398 -13067992599 11100
rssi -13067992178 -13065364496 11072
rssi -13065364074 -13062731621 11072
rssi -13062731201 -13060103648 11072
rssi -13060103233 -13057471919 11072
rssi -13057466531 -13054842517 11072
rssi -13054842107 -13052215891 11072
rssi -13052215469 -13049582017 11128
rssi -13049581598 -13046952015 11128
rssi -13046951591 -13044322897 11128
rssi -13044322483 -13041689848 11111
rssi -13041689425 -13039056725 11111
rssi -13039056310 -13036427830 11111
rssi -13036427407 -13033794088 11150
rssi -13033793671 -13031165500 11150
rssi -13031165099 -13028538538 11150
rssi -13028538125 -13025905754 11122
rssi -13025905333 -13023278006 11122
rssi -13023277569 -13020645618 11122
rssi -13020645195 -13018013365 11077
rssi -13018012940 -13015382244 11077
rssi -13015381828 -13012751376 11077
rssi -13012750973 -13010123187 11066
rssi -13010122771 -13007492901 11066
rssi -13007492483 -13004860263 11066
rssi -13004859847 -13002231018 11150
rssi -13002230600 -12999596657 11150
rssi -12999596229 -12996968122 11150
rssi -12996967714 -12994337233 11072
rssi -12994336816 -12991706805 11072
rssi -12991706384 -12989077371 11094
rssi -12989076948 -12986447561 11094
rssi -12986447140 -12983814332 11094
rssi -12983813922 -12981185532 11055
rssi -12981185114 -12978556526 11055
rssi -12978556103 -12975924277 11055
rssi -12975923859 -12973294441 11083
rssi -12973286163 -12970685179 11083
rssi -12970684726 -12967964470 11083
rssi -12967953530 -12965420631 11094
rssi -12965420148 -12962698552 11094
rssi -12962697608 -12960071312 11094
rssi -12960070369 -12957436902 11150
rssi -12957435973 -12954795545 11150
rssi -12954794531 -12952177030 11150
rssi -12952176082 -12949544512 11128
rssi -12949543581 -12946911757 11128
rssi -12946910733 -12944284513 11128
rssi -12944283563 -12941653132 11150
rssi -12941652185 -12939021691 11150
rssi -12939020686 -12936428963 11150
rssi -12936428080 -12933854853 11111
rssi -12933854435 -12931208468 11111
rssi -12931208051 -12928579090 11111
rssi -12928578672 -12925871031 11033
rssi -12925870074 -12923238541 11033
rssi -12923237540 -12920609176 11033
rssi -12920608249 -12917977946 11089
rssi -12917977003 -12915349074 11089
rssi -12915338034 -12912716579 11089
rssi -12912715646 -12910084129 11066
rssi -12910072900 -12907457674 11066
rssi -12907456745 -12904825452 11022
rssi -12904824507 -12902193885 11022
rssi -12902192951 -12899525998 11022
rssi -12899525039 -12896933870 11055
rssi -12896932926 -12894301352 11055
rssi -12894300125 -12891674413 11055
rssi -12891673210 -12889044071 11033
rssi -12889042838 -12886409194 11033
rssi -12886408169 -12883781909 11033
rssi -12883780952 -12881150864 10944
rssi -12881149912 -12878519347 10944
rssi -12878518315 -12875893819 10944
rssi -12875892875 -12873269006 10900
rssi -12873268069 -12870638286 10900
rssi -12870637174 -12868091354 10900
rssi -12868090870 -12865385654 10768
rssi -12865384710 -12862837283 10768
rssi -12862836847 -12860129858 10768
rssi -12860128899 -12857501888 10861
rssi -12857500936 -12854871922 10861
rssi -12854870917 -12852295867 10861
rssi -12852295381 -12849618400 10807
rssi -12849617454 -12846989825 10807
rssi -12846988645 -12844365892 10807
rssi -12844364946 -12841738070 10779
rssi -12841737119 -12839105871 10779
rssi -12839104853 -12836479225 10779
rssi -12836478282 -12833845348 10828
rssi -12833844404 -12831218144 10828
rssi -12831217201 -12828590679 10828
rssi -12828589620 -12825964099 10905
rssi -12825962995 -12823334363 10905
rssi -12823333351 -12820711219 10916
rssi -12820710275 -12818079178 10916
rssi -12818078170 -12815453095 10916
rssi -12815452135 -12812823070 10999
rssi -12812822109 -12810190091 10999
rssi -12810189067 -12807546947 10999
rssi -12807535907 -12804938544 11049
rssi -12804914045 -12802303856 11049
rssi -12802292456 -12799676973 11049
rssi -12799676039 -12797047794 11033
rssi -12797046595 -12794412093 11033
rssi -12794411057 -12791767404 11033
rssi -12791756176 -12789152439 10966
rssi -12789151507 -12786521146 10966
rssi -12786520144 -12783897190 10966
rssi -12783896252 -12781268822 10927
rssi -12781267891 -12778638636 10927
rssi -12778627482 -12776014719 10927
rssi -12776003580 -12773385162 10889
rssi -12773384235 -12770813920 10889
rssi -12770812705 -12768202702 10889
rssi -12768202058 -12765567399 10872
rssi -12765566996 -12762944923 10872
rssi -12762944508 -12760246394 10872
rssi -12760235337 -12757613782 10977
rssi -12757612838 -12754985109 10977
rssi -12754984108 -12752359984 10977
rssi -12752348867 -12749731128 10900
rssi -12749730186 -12747104865 10900
rssi -12747103880 -12744482151 10900
rssi -12744470801 -12741853089 10861
rssi -12741842166 -12739221519 10861
rssi -12739210328 -12736598439 10972
rssi -12736597488 -12733968139 10972
rssi -12733967186 -12731379327 10972
rssi -12731378363 -12728787483 10983
rssi -12728787063 -12726162217 10983
rssi -12726161804 -12723451294 10983
rssi -12723450281 -12720827317 10955
rssi -12720826359 -12718199363 10955
rssi -12718198356 -12715655346 10955
rssi -12715654842 -12712921042 11011
rssi -12712919729 -12710286298 11011
rssi -12710284941 -12707659489 11011
rssi -12707658264 -12705029244 10933
rssi -12705027975 -12702395445 10933
rssi -12702393895 -12699772142 10933
rssi -12699770963 -12697142520 10872
rssi -12697140961 -12694514484 10872
rssi -12694513213 -12691888527 10872
rssi -12691887110 -12689260497 10916
rssi -12689259200 -12686628119 10916
rssi -12686626556 -12684003978 10916
rssi -12684002794 -12681372809 10911
rssi -12681371550 -12678742332 10911
rssi -12678741002 -12676117894 10911
rssi -12676116561 -12673490253 10905
rssi -12673488998 -12670862666 10905
rssi -12670861405 -12668237354 10905
rssi -12668236128 -12665608328 10905
rssi -12665606919 -12662975411 10905
rssi -12662974080 -12660355698 10905
rssi -12660354423 -12657719930 11038
rssi -12657718609 -12655084118 11038
rssi -12655082745 -12652459691 10983
rssi -12652458255 -12649837186 10983
rssi -12649836011 -12647199828 10983
rssi -12647198539 -12644576084 11022
rssi -12644574907 -12641943752 11022
rssi -12641942401 -12639309027 11022
rssi -12639307661 -12636682400 11190
rssi -12636680872 -12634048188 11190
rssi -12634046889 -12631475038 11190
rssi -12631473783 -12628788670 11139
rssi -12628787168 -12626156093 11139
rssi -12626154866 -12623523346 11139
rssi -12623522035 -12620898225 11128
rssi -12620896998 -12618262209 11128
rssi -12618260847 -12615635762 11128
rssi -12615634253 -12613029612 11072
rssi -12613028680 -12610393130 11072
rssi -12610381934 -12607767951 11072
rssi -12607767028 -12605135396 11094
rssi -12605134436 -12602502032 11094
rssi -12602501026 -12599875650 11094
rssi -12599874703 -12597245312 11083
rssi -12597244366 -12594612226 11083
rssi -12594611000 -12591981343 11083
rssi -12591969782 -12589350079 11049
rssi -12589349136 -12586717780 11049
rssi -12586716781 -12584089037 11049
rssi -12584088101 -12581459810 10927
rssi -12581458859 -12578828799 10927
rssi -12578817606 -12576196118 10927
rssi -12576184915 -12573571697 11066
rssi -12573570750 -12570939810 11066
rssi -12570938811 -12568312212 11055
rssi -12568311276 -12565733803 11055
rssi -12565722682 -12563120461 11055
rssi -12563119983 -12560495037 11005
rssi -12560494634 -12557875388 11005
rssi -12557874973 -12555160746 11005
rssi -12555159743 -12552535107 10988
rssi -12552533871 -12549961384 10988
rssi -12549950010 -12547357931 10988
rssi -12547357456 -12544723790 10977
rssi -12544722825 -12542018157 10977
rssi -12542017161 -12539392990 10977
rssi -12539392047 -12536764110 11038
rssi -12536763178 -12534159410 11038
rssi -12534158346 -12531501326 11038
rssi -12531500321 -12528872040 10944
rssi -12528871024 -12526295751 10944
rssi -12526284548 -12523689264 10944
rssi -12523688745 -12520983079 11022
rssi -12520982136 -12518351417 11022
rssi -12518350402 -12515725548 11022
rssi -12515724600 -12513093381 11116
rssi -12513092445 -12510460445 11116
rssi -12510459446 -12507834468 11116
rssi -12507833524 -12505200731 11044
rssi -12505199643 -12502568914 11044
rssi -12502567909 -12499938339 11044
rssi -12499927033 -12497307462 11022
rssi -12497306537 -12494710448 11022
rssi -12494709448 -12492122397 11022
rssi -12492121756 -12489493655 11049
rssi -12489493255 -12486869720 11049
rssi -12486869315 -12484155956 10999
rssi -12484155028 -12481601618 10999
rssi -12481601214 -12478971747 10999
rssi -12478971349 -12476353729 11100
rssi -12476353304 -12473713298 11100
rssi -12473712895 -12471007871 11100
rssi -12471006923 -12468379576 10977
rssi -12468351658 -12465811311 10977
rssi -12465800371 -12463120717 10977
rssi -12463119699 -12460496521 11111
rssi -12460495572 -12457865225 11111
rssi -12457864280 -12455232594 11111
rssi -12455231606 -12452604536 10911
rssi -12452603602 -12449971592 10911
rssi -12449960413 -12447347050 10911
rssi -12447345829 -12444722080 10966
rssi -12444711004 -12442093545 10966
rssi -12442092595 -12439462170 10966
rssi -12439450910 -12436833104 11139
rssi -12436832175 -12434199863 11139
rssi -12434188368 -12431555672 11139
rssi -12431554739 -12428934522 11077
rssi -12428933596 -12426282144 11077
rssi -12426280925 -12423654946 11077
rssi -12423653775 -12421078630 11122
rssi -12421077339 -12418454828 11122
rssi -12418453756 -12415836776 11122
rssi -12415835625 -12413196567 11156
rssi -12413195365 -12410500595 11156
rssi -12410499418 -12407868861 11156
rssi -12407867634 -12405237475 11105
rssi -12405236250 -12402607586 11105
rssi -12402606271 -12399975982 11122
rssi -12399974759 -12397343364 11122
rssi -12397342137 -12394713014 11122
rssi -12394711683 -12392088033 11100
rssi -12392086714 -12389455645 11100
rssi -12389454419 -12386817073 11100
rssi -12386815856 -12384199828 11139
rssi -12384198589 -12381565754 11139
rssi -12381564573 -12378933823 11139
rssi -12378932590 -12376304652 11139
rssi -12376303432 -12373673890 11139
rssi -12373672667 -12371042264 11139
rssi -12371041025 -12368411347 11072
rssi -12368410168 -12365779773 11072
rssi -12365778598 -12363147054 11072
rssi -12363145831 -12360519882 11161
rssi -12360518457 -12357887316 11161
rssi -12357886091 -12355254473 11161
rssi -12355253250 -12352628956 11167
rssi -12352627784 -12349995791 11167
rssi -12349994494 -12347364954 11167
rssi -12347363729 -12344739667 11223
rssi -12344738434 -12342103678 11223
rssi -12342102501 -12339470163 11223
rssi -12339468981 -12336843829 11190
rssi -12336842615 -12334206939 11190
rssi -12334205680 -12331564060 11190
rssi -12331562571 -12328952078 11257
rssi -12328950889 -12326380327 11257
rssi -12326379084 -12323688228 11314
rssi -12323686997 -12321055902 11314
rssi -12321054673 -12318424201 11314
rssi -12318422978 -12315796817 11325
rssi -12315795642 -12313162601 11325
rssi -12313161394 -12310532388 11325
rssi -12310531167 -12307906142 11337
rssi -12307904921 -12305272988 11337
rssi -12305271755 -12302640323 11337
rssi -12302639150 -12300013255 11354
rssi -12300011920 -12297378676 11354
rssi -12297377502 -12294748706 11354
rssi -12294747397 -12292117827 11342
rssi -12292116653 -12289485056 11342
rssi -12289483815 -12286848745 11342
rssi -12286847520 -12284222790 11212
rssi -12284221569 -12281593239 11212
rssi -12281591905 -12278962276 11212
rssi -12278960806 -12276333755 11212
rssi -12276324407 -12273704161 11212
rssi -12273702720 -12271070362 11212
rssi -12271069137 -12268444439 11027
rssi -12268443200 -12265812183 11027
rssi -12265810669 -12263178193 11027
rssi -12263176956 -12260554521 10977
rssi -12260553351 -12257927506 10977
rssi -12257926295 -12255348875 10977
rssi -12255347450 -12252735207 10889
rssi -12252734194 -12250104438 10889
rssi -12250103428 -12247499318 10889
rssi -12247498055 -12244855411 10839
rssi -12244854352 -12242149912 10839
rssi -12242148693 -12239528125 10747
rssi -12239526940 -12236992468 10747
rssi -12236991504 -12234272400 10747
rssi -12234270874 -12231695194 10768
rssi -12231694010 -12229013090 10768
rssi -12229011868 -12226381807 10768
rssi -12226380582 -12223757289 10785
rssi -12223755814 -12221180380 10785
rssi -12221179202 -12218547539 10785
rssi -12218546170 -12215975716 10768
rssi -12215974824 -12213316099 10768
rssi -12213315381 -12210639745 10768
rssi -12210638822 -12208011902 10763
rssi -12208010983 -12205435638 10763
rssi -12205434716 -12202839617 10763
rssi -12202839131 -12200209515 10768
rssi -12200209072 -12197565713 10768
rssi -12197565309 -12194871208 10768
rssi -12194870269 -12192242378 10845
rssi -12192241450 -12189668515 10845
rssi -12189657463 -12187073650 10845
rssi -12187073137 -12184357360 10883
rssi -12184356418 -12181727370 10883
rssi -12181726444 -12179099431 10883
rssi -12179098435 -12176516455 10889
rssi -12176515580 -12173919111 10889
rssi -12173918710 -12171291078 10889
rssi -12171290673 -12168663109 10823
rssi -12168662711 -12166034414 10823
rssi -12166033824 -12163349484 10823
rssi -12163348549 -12160701218 10867
rssi -12160690072 -12158123334 10867
rssi -12158122328 -12155444428 10867
rssi -12155443493 -12152814926 10850
rssi -12152813997 -12150187149 10850
rssi -12150186205 -12147535206 10966
rssi -12147534263 -12144933234 10966
rssi -12144932303 -12142300743 10966
rssi -12142299812 -12139569298 10988
rssi -12139568304 -12137128574 10988
rssi -12137128173 -12134495335 10988
rssi -12134494853 -12131887141 11044
rssi -12131886870 -12129230625 11044
rssi -12129230226 -12126525660 11044
rssi -12126524510 -12123898845 11072
rssi -12123888016 -12121325535 11072
rssi -12121324525 -12118634257 11072
rssi -12118633327 -12116004448 11122
rssi -12115993284 -12113460320 11122
rssi -12113459883 -12110743774 11122
rssi -12110742845 -12108113455 11100
rssi -12108112524 -12105486331 11100
rssi -12105485403 -12102855874 11100
rssi -12102844551 -12100302749 11111
rssi -12100302279 -12097596857 11111
rssi -12097585694 -12094965879 11111
rssi -12094964949 -12092334880 11022
rssi -12092333942 -12089787077 11022
rssi -12089786647 -12087111655 11022
rssi -12087110769 -12084530346 11055
rssi -12084529908 -12081812745 11055
rssi -12081801672 -12079182203 11055
rssi -12079181254 -12076639245 11105
rssi -12076638642 -12074006953 11105
rssi -12074006511 -12071287477 11049
rssi -12071286537 -12068657032 11049
rssi -12068656104 -12066073578 11049
rssi -12066072577 -12063393695 11055
rssi -12063392768 -12060764794 11055
rssi -12060763862 -12058127477 11055
rssi -12058116293 -12055501169 11016
rssi -12055500244 -12052873122 11016
rssi -12052872190 -12050237486 11016
rssi -12050236484 -12047687565 11011
rssi -12047687102 -12044981637 11011
rssi -12044980698 -12042348109 11011
rssi -12042347100 -12039771302 11027
rssi -12039760063 -12037088413 11027
rssi -12037087478 -12034458319 11027
rssi -12034457365 -12031831103 11005
rssi -12031830004 -12029202186 11005
rssi -12029190908 -12026572990 11005
rssi -12026571980 -12023944778 10944
rssi -12023943839 -12021315195 10944
rssi -12021314245 -12018685722 10944
rssi -12018684785 -12016057909 10961
rssi -12016056975 -12013429167 10961
rssi -12013418210 -12010801012 10961
rssi -12010800004 -12008164946 10839
rssi -12008153701 -12005544869 10839
rssi -12005543940 -12002915182 10839
rssi -12002914233 -12000287818 10938
rssi -12000286625 -11997657712 10938
rssi -11997646655 -11995026510 10938
rssi -11995025510 -11992402514 10933
rssi -11992401587 -11989772289 10933
rssi -11989761194 -11987144288 10977
rssi -11987133283 -11984517697 10977
rssi -11984516768 -11981940269 10977
rssi -11981929033 -11979332264 11033
rssi -11979331782 -11976705301 11033
rssi -11976704879 -11974070560 11033
rssi -11974070073 -11971368663 10983
rssi -11971367732 -11968741685 10983
rssi -11968740734 -11966106749 10983
rssi -11966095595 -11963539877 11022
rssi -11963539460 -11960924785 11022
rssi -11960924384 -11958217427 11022
rssi -11958216384 -11955571992 11033
rssi -11955571059 -11952957006 11033
rssi -11952945885 -11950425461 11033
rssi -11950424865 -11947783875 10988
rssi -11947783138 -11945117751 10988
rssi -11945116730 -11942437530 10988
rssi -11942436597 -11939872433 11038
rssi -11939871180 -11937241931 11038
rssi -11937241516 -11934544199 11038
rssi -11934533102 -11931916764 11105
rssi -11931915839 -11929283225 11105
rssi -11929282294 -11926733107 11105
rssi -11926732669 -11924024916 11089
rssi -11924023984 -11921393834 11089
rssi -11921392890 -11918855492 11089
rssi -11918855053 -11916132742 11122
rssi -11916121685 -11913501892 11122
rssi -11913500943 -11910868950 11122
rssi -11910867924 -11908238128 11111
rssi -11908226794 -11905606128 11111
rssi -11905595066 -11902973938 11077
rssi -11902962482 -11900399954 11077
rssi -11900388827 -11897771747 11077
rssi -11897770737 -11895084542 11161
rssi -11895073401 -11892455988 11161
rssi -11892455054 -11889826683 11161
rssi -11889825736 -11887195386 11105
rssi -11887194442 -11884565346 11105
rssi -11884564147 -11881933170 11105
rssi -11881932234 -11879292842 11077
rssi -11879291899 -11876673891 11077
rssi -11876672951 -11874039879 11077
rssi -11874028643 -11871412515 11111
rssi -11871411579 -11868782185 11111
rssi -11868781247 -11866147793 11111
rssi -11866146794 -11863516916 11022
rssi -11863515985 -11860889386 11022
rssi -11860888457 -11858254949 11022
rssi -11858243786 -11855625857 11094
rssi -11855624909 -11852994458 11094
rssi -11852993528 -11850362903 11094
rssi -11850361901 -11847734626 11055
rssi -11847723586 -11845103691 11055
rssi -11845102654 -11842473555 11055
rssi -11842462377 -11839848845 11005
rssi -11839847919 -11837217504 11005
rssi -11837216565 -11834586898 11005
rssi -11834585896 -11831960330 11005
rssi -11831959398 -11829331743 11005
rssi -11829330795 -11826700384 11005
rssi -11826689174 -11824075923 10999
rssi -11824074978 -11821446235 10999
rssi -11821445079 -11818805963 11011
rssi -11818794484 -11816186434 11011
rssi -11816185506 -11813555641 11011
rssi -11813544289 -11810923470 10966
rssi -11810912364 -11808299705 10966
rssi -11808298759 -11805671186 10966
rssi -11805670261 -11803040610 11005
rssi -11803029489 -11800415193 11005
rssi -11800414250 -11797783964 11005
rssi -11797783036 -11795152307 11022
rssi -11795117754 -11792524536 11022
rssi -11792513023 -11789893667 11022
rssi -11789892721 -11787263873 11083
rssi -11787252933 -11784725495 11083
rssi -11784724289 -11782100785 11083
rssi -11782100223 -11779465702 11105
rssi -11779465273 -11776812649 11105
rssi -11776812229 -11774181972 11105
rssi -11774181539 -11771551591 11116
rssi -11771551158 -11768919873 11116
rssi -11768919442 -11766287262 11116
rssi -11766286837 -11763658202 11145
rssi -11763657776 -11761025163 11145
rssi -11761024733 -11758397807 11145
rssi -11758397380 -11755769132 11122
rssi -11755768695 -11753134744 11122
rssi -11753134315 -11750507511 11122
rssi -11750507072 -11747875951 11145
rssi -11747875527 -11745244477 11145
rssi -11745244046 -11742634641 11145
rssi -11742634177 -11739980774 11178
rssi -11739980336 -11737351593 11178
rssi -11737351169 -11734722174 11105
rssi -11734721748 -11732091063 11105
rssi -11732090634 -11729462942 11105
rssi -11729462507 -11726828003 11089
rssi -11726827547 -11724198383 11089
rssi -11724197954 -11721567957 11089
rssi -11721567523 -11718934909 11161
rssi -11718934464 -11716305616 11161
rssi -11716305186 -11713697569 11161
rssi -11713697112 -11711045199 10961
rssi -11711044781 -11708420555 10961
rssi -11708420138 -11705791005 10961
rssi -11705790585 -11703182527 11167
rssi -11703182109 -11700530223 11167
rssi -11700529806 -11697897847 11167
rssi -11697897427 -11695268632 11072
rssi -11695268215 -11692639498 11072
rssi -11692639082 -11690008685 11072
rssi -11690008271 -11687379702 11038
rssi -11687379296 -11684749121 11038
rssi -11684748703 -11682113719 11038
rssi -11682113305 -11679485399 11116
rssi -11679484976 -11676854195 11116
rssi -11676853783 -11674221393 11116
rssi -11674220982 -11671591713 11055
rssi -11671591307 -11668960815 11055
rssi -11668960407 -11666330716 11055
rssi -11666330284 -11663702467 11033
rssi -11663702053 -11661069271 11033
rssi -11661068863 -11658436950 11033
rssi -11658436538 -11655806846 11044
rssi -11655806434 -11653173556 11044
rssi -11653173125 -11650543668 11066
rssi -11650543261 -11647913766 11066
rssi -11647913341 -11645284050 11066
rssi -11645283643 -11642655398 10972
rssi -11642654976 -11640022498 10972
rssi -11640022077 -11637399101 10972
rssi -11637398677 -11634770002 11061
rssi -11634769584 -11632130897 11061
rssi -11632130488 -11629506742 11061
rssi -11629506318 -11626873737 11083
rssi -11626873316 -11624246754 11083
rssi -11624246334 -11621613767 11083
rssi -11621613345 -11618981192 11061
rssi -11618980771 -11616353238 11061
rssi -11616352825 -11613721892 11061
rssi -11613721482 -11611090754 11116
rssi -11611090315 -11608460489 11116
rssi -11608460070 -11605828439 11116
rssi -11605828021 -11603195425 11016
rssi -11603195007 -11600565333 11016
rssi -11600564925 -11597932229 11016
rssi -11597931812 -11595301799 11033
rssi -11595301374 -11592673204 11033
rssi -11592672785 -11590039110 11033
rssi -11590038690 -11587413309 10955
rssi -11587412903 -11584784738 10955
rssi -11584784321 -11582154078 10955
rssi -11582153639 -11579528277 10961
rssi -11579527858 -11576900593 10961
rssi -11576900174 -11574272226 10961
rssi -11574271816 -11571646146 10950
rssi -11571645737 -11569016748 10950
rssi -11569016333 -11566388796 10916
rssi -11566388380 -11563761892 10916
rssi -11563761472 -11561132350 10916
rssi -11561131941 -11558502927 10977
rssi -11558502510 -11555876227 10977
rssi -11555875810 -11553247833 10977
rssi -11553247405 -11550618889 10850
rssi -11550618471 -11547993304 10850
rssi -11547992890 -11545365781 10850
rssi -11545365364 -11542733196 10977
rssi -11542732782 -11540105389 10977
rssi -11540104974 -11537476625 10977
rssi -11537476209 -11534846990 10950
rssi -11534846566 -11532222309 10950
rssi -11532221889 -11529594781 10950
rssi -11529594351 -11526963233 11094
rssi -11526962813 -11524336171 11094
rssi -11524335766 -11521702603 11094
rssi -11521702190 -11519071448 11167
rssi -11519071032 -11516440541 11167
rssi -11516440134 -11513809035 11167
rssi -11513808617 -11511178114 11139
rssi -11511177707 -11508547848 11139
rssi -11508547436 -11505915348 11139
rssi -11505914933 -11503308137 11235
rssi -11503307727 -11500653144 11235
rssi -11500652737 -11498020671 11235
rssi -11498020242 -11495390248 11173
rssi -11495389834 -11492757952 11173
rssi -11492757533 -11490125972 11173
rssi -11490125554 -11487496571 11122
rssi -11487496163 -11484866193 11122
rssi -11484865785 -11482235251 11252
rssi -11482234835 -11479602103 11252
rssi -11479601694 -11476975970 11252
rssi -11476975547 -11474346445 11246
rssi -11474346017 -11471717606 11246
rssi -11471717177 -11469086275 11246
rssi -11469085860 -11466454381 11139
rssi -11466453974 -11463823270 11139
rssi -11463822863 -11461118378 11139
rssi -11461117449 -11458486878 11173
rssi -11458485929 -11455855260 11173
rssi -11455854335 -11453224175 11173
rssi -11453213131 -11450591316 11195
rssi -11450580200 -11448045200 11195
rssi -11448044029 -11445411108 11195
rssi -11445410445 -11442773682 11150
rssi -11442773034 -11440152524 11150
rssi -11440151998 -11437530091 11150
rssi -11437529305 -11434901772 11229
rssi -11434901086 -11432274790 11229
rssi -11432274108 -11429625924 11229
rssi -11429625240 -11426976884 11150
rssi -11426976343 -11424285260 11150
rssi -11424284327 -11421654390 11150
rssi -11421653442 -11419021204 11173
rssi -11419009691 -11416389357 11173
rssi -11416378082 -11413758521 11173
rssi -11413757578 -11411125755 11116
rssi -11411124750 -11408499525 11116
rssi -11408498594 -11405921552 11128
rssi -11405910366 -11403237767 11128
rssi -11403236837 -11400608473 11128
rssi -11400607528 -11397971252 11105
rssi -11397959983 -11395345078 11105
rssi -11395334052 -11392715674 11105
rssi -11392714743 -11390080202 11016
rssi -11390069265 -11387452407 11016
rssi -11387451475 -11384825155 11016
rssi -11384824208 -11382191444 11077
rssi -11382180136 -11379559532 11077
rssi -11379558596 -11376929948 11077
rssi -11376928741 -11374296437 11150
rssi -11374285142 -11371723081 11150
rssi -11371722135 -11369115496 11150
rssi -11369115035 -11366483078 11167
rssi -11366482678 -11363861611 11167
rssi -11363861206 -11361149644 11167
rssi -11361138316 -11358519193 11038
rssi -11358518259 -11355887248 11038
rssi -11355886318 -11353326140 11038
rssi -11353325687 -11350619869 11094
rssi -11350608732 -11347994120 11094
rssi -11347993189 -11345364215 11094
rssi -11345363277 -11342803964 11066
rssi -11342802805 -11340104962 11066
rssi -11340093834 -11337470182 11066
rssi -11337469252 -11334836962 11016
rssi -11334825777 -11332210787 11016
rssi -11332209837 -11329578094 11016
rssi -11329576943 -11326946112 11038
rssi -11326934758 -11324315159 11038
rssi -11324314225 -11321683582 11094
rssi -11321682643 -11319050303 11094
rssi -11319039072 -11316421452 11094
rssi -11316420510 -11313791159 11027
rssi -11313790229 -11311158670 11027
rssi -11311147471 -11308531457 11027
rssi -11308530506 -11305901132 11083
rssi -11305900200 -11303264872 11083
rssi -11303263872 -11300641955 11083
rssi -11300630869 -11298006774 11049
rssi -11298005846 -11295401015 11049
rssi -11295399972 -11292749504 11049
rssi -11292748570 -11290118134 11150
rssi -11290106689 -11287487919 11150
rssi -11287486987 -11284857619 11150
rssi -11284856695 -11282222945 11072
rssi -11282221927 -11279583127 11072
rssi -11279582230 -11276966625 11072
rssi -11276965700 -11274332288 11122
rssi -11274321079 -11271704473 11122
rssi -11271693318 -11269073415 11122
rssi -11269072489 -11266441038 11105
rssi -11266429840 -11263810983 11105
rssi -11263810053 -11261180980 11105
rssi -11261180053 -11258547400 11111
rssi -11258536451 -11255918027 11111
rssi -11255917092 -11253276654 11111
rssi -11253275727 -11250653383 11128
rssi -11250642189 -11248026431 11128
rssi -11248015319 -11245393129 11128
rssi -11245392200 -11242762515 11016
rssi -11242761474 -11240132262 11016
rssi -11240131342 -11237505419 10938
rssi -11237504482 -11234874032 10938
rssi -11234862913 -11232246140 10938
rssi -11232245211 -11229618300 10861
rssi -11229607181 -11226987793 10861
rssi -11226986793 -11224363809 10861
rssi -11224362880 -11221734110 10818
rssi -11221733157 -11219100734 10818
rssi -11219089496 -11216475501 10818
rssi -11216474577 -11213847446 10812
rssi -11213836284 -11211219322 10812
rssi -11211218393 -11208589914 10812
rssi -11208578908 -11205964676 10774
rssi -11205953580 -11203335008 10774
rssi -11203323789 -11200709493 10774
rssi -11200698526 -11198080881 10768
rssi -11198079954 -11195459491 10768
rssi -11195458490 -11192825261 10768
rssi -11192824331 -11190194277 10834
rssi -11190193334 -11187552642 10834
rssi -11187551702 -11184938995 10834
rssi -11184938064 -11182309433 10757
rssi -11182308435 -11179684499 10757
rssi -11179683544 -11177055165 10757
rssi -11177043925 -11174424853 10845
rssi -11174413651 -11171798728 10845
rssi -11171787649 -11169166311 10845
rssi -11169165384 -11166532427 10867
rssi -11166531427 -11163912881 10867
rssi -11163911939 -11161281706 10867
rssi -11161280765 -11158651830 10894
rssi -11158640678 -11156027735 10894
rssi -11156016584 -11153398142 10894
rssi -11153386894 -11150766597 10894
rssi -11150755398 -11148139121 10894
rssi -11148138189 -11145510655 10983
rssi -11145509724 -11142879679 10983
rssi -11142878679 -11140255533 10983
rssi -11140254601 -11137622389 10983
rssi -11137621439 -11134992938 10983
rssi -11134981707 -11132368363 10983
rssi -11132367420 -11129737605 10972
rssi -11129736678 -11127106911 10972
rssi -11127095510 -11124483378 10972
rssi -11124482430 -11121848858 10933
rssi -11121837878 -11119223357 10933
rssi -11119222351 -11116597560 10933
rssi -11116596628 -11113969912 10950
rssi -11113968962 -11111338532 10950
rssi -11111337529 -11108714571 10950
rssi -11108713628 -11106080130 11044
