Connecting to host 10.0.0.2, port 5201
[  4] local 10.0.0.1 port 39306 connected to 10.0.0.2 port 5201
[  4] 145.00-146.00 sec  1.01 GBytes  8.71 Gbits/sec  429    720 KBytes       
[  4] 146.00-147.00 sec  1.09 GBytes  9.41 Gbits/sec    0    720 KBytes       
[  4] 147.00-148.00 sec  1.10 GBytes  9.42 Gbits/sec    0    720 KBytes       
[  4] 148.00-149.00 sec   129 MBytes  1.08 Gbits/sec    2   1.41 KBytes       
[  4] 149.00-150.00 sec   109 MBytes   913 Mbits/sec  420    665 KBytes       
[  4] 150.00-151.00 sec  1.10 GBytes  9.42 Gbits/sec    0    665 KBytes       
[  4] 151.00-152.00 sec  1.09 GBytes  9.41 Gbits/sec    0    665 KBytes       
[  4] 152.00-153.00 sec  1.10 GBytes  9.41 Gbits/sec    0    665 KBytes       
[  4] 153.00-154.00 sec  1.10 GBytes  9.41 Gbits/sec    0    665 KBytes       
[  4] 154.00-155.00 sec  1.09 GBytes  9.41 Gbits/sec    0    665 KBytes       
[  4] 155.00-156.00 sec   468 MBytes  3.92 Gbits/sec    1   1.41 KBytes       
[  4] 156.00-157.00 sec  0.00 Bytes  0.00 bits/sec    2    469 KBytes       
[  4] 157.00-158.00 sec   880 MBytes  7.39 Gbits/sec  384    706 KBytes       
[  4] 158.00-159.00 sec  1.10 GBytes  9.41 Gbits/sec    0    706 KBytes       
[  4] 159.00-160.00 sec  1.09 GBytes  9.41 Gbits/sec    0    706 KBytes       
[  4] 160.00-161.00 sec   250 MBytes  2.10 Gbits/sec    2   1.41 KBytes       
[  4] 161.00-162.00 sec  0.00 Bytes  0.00 bits/sec    1    498 KBytes       
[  4] 162.00-163.00 sec  0.00 Bytes  0.00 bits/sec    0    498 KBytes       
[  4] 163.00-164.00 sec   806 MBytes  6.77 Gbits/sec  351    905 KBytes       
[  4] 164.00-165.00 sec  1.09 GBytes  9.35 Gbits/sec    0   1.26 MBytes       
[  4] 165.00-166.00 sec   115 MBytes   964 Mbits/sec    2   1.41 KBytes       
[  4] 166.00-167.00 sec   526 MBytes  4.42 Gbits/sec  816    680 KBytes       
[  4] 167.00-168.00 sec  1.09 GBytes  9.39 Gbits/sec    0    764 KBytes       
[  4] 168.00-169.00 sec  1.09 GBytes  9.40 Gbits/sec    0    822 KBytes       
[  4] 169.00-170.00 sec  1.04 GBytes  8.95 Gbits/sec    0    864 KBytes       
[  4] 170.00-171.00 sec   305 MBytes  2.56 Gbits/sec  524    618 KBytes       
[  4] 171.00-172.00 sec  1.10 GBytes  9.42 Gbits/sec    0    618 KBytes       
[  4] 172.00-173.00 sec   385 MBytes  3.23 Gbits/sec    2   1.41 KBytes       
[  4] 173.00-174.00 sec  0.00 Bytes  0.00 bits/sec    1    431 KBytes       
[  4] 174.00-175.00 sec   920 MBytes  7.72 Gbits/sec  578    683 KBytes       
[  4] 175.00-176.00 sec  1.09 GBytes  9.41 Gbits/sec    0    683 KBytes       
[  4] 176.00-177.00 sec  1.09 GBytes  9.41 Gbits/sec    0    683 KBytes       
[  4] 177.00-178.00 sec  1.09 GBytes  9.41 Gbits/sec    0    683 KBytes       
[  4] 178.00-179.00 sec  1.09 GBytes  9.40 Gbits/sec    0    683 KBytes       
[  4] 179.00-180.00 sec   675 MBytes  5.66 Gbits/sec    1   1.41 KBytes       
[  4] 180.00-181.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 181.00-182.00 sec   675 MBytes  5.67 Gbits/sec  421    788 KBytes       
[  4] 182.00-183.00 sec  1.09 GBytes  9.41 Gbits/sec    0    788 KBytes       
[  4] 183.00-184.00 sec  1.09 GBytes  9.41 Gbits/sec   42    619 KBytes       
[  4] 184.00-185.00 sec  1.09 GBytes  9.39 Gbits/sec    0    677 KBytes       
[  4] 185.00-186.00 sec   872 MBytes  7.32 Gbits/sec    1   1.41 KBytes       
[  4] 186.00-187.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 187.00-188.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 188.00-189.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 189.00-190.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 190.00-191.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 191.00-192.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 192.00-193.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 193.00-194.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 194.00-195.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 195.00-196.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 196.00-197.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 197.00-198.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 198.00-199.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 199.00-200.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 200.00-201.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 201.00-202.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 202.00-203.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 203.00-204.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 204.00-205.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 205.00-206.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 206.00-207.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 207.00-208.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 208.00-209.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 209.00-210.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 210.00-211.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 211.00-212.00 sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4] 212.00-213.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 213.00-214.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 214.00-215.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 215.00-216.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 216.00-217.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 217.00-218.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 218.00-219.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 219.00-220.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4] 220.00-221.00 sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
