PARAMS map_range=60 map_step=1
H_Delta V_Delta RSSI
-60 -60 1296
-60 -59 1
-60 -58 1
-60 -57 1
-60 -56 5.5
-60 -55 5.5
-60 -54 1
-60 -53 4.6
-60 -52 5.5
-60 -51 7.5
-60 -50 10.5
-60 -49 10.6667
-60 -48 14.9
-60 -47 15.1
-60 -46 26.2
-60 -45 18.5
-60 -44 22.1
-60 -43 30.6
-60 -42 29.5
-60 -41 30.7
-60 -40 45.1
-60 -39 45.7
-60 -38 55.4
-60 -37 66
-60 -36 73.1
-60 -35 87.8
-60 -34 105.9
-60 -33 123.1
-60 -32 103.2
-60 -31 115.2
-60 -30 133.4
-60 -29 140.7
-60 -28 209.9
-60 -27 156.6
-60 -26 156.5
-60 -25 177.9
-60 -24 210.4
-60 -23 272.3
-60 -22 297.5
-60 -21 275.6
-60 -20 262.7
-60 -19 283.6
-60 -18 384.5
-60 -17 351.4
-60 -16 477.5
-60 -15 469.9
-60 -14 498.3
-60 -13 501.6
-60 -12 464.5
-60 -11 596.3
-60 -10 614.7
-60 -9 808.3
-60 -8 783.5
-60 -7 708.6
-60 -6 616.7
-60 -5 615
-60 -4 781.6
-60 -3 862.9
-60 -2 852.9
-60 -1 731.6
-60 0 766.3
-60 1 819.7
-60 2 884.2
-60 3 784.1
-60 4 898.5
-60 5 779.6
-60 6 748.3
-60 7 746.7
-60 8 870.2
-60 9 866.6
-60 10 798.4
-60 11 969.2
-60 12 717.3
-60 13 665
-60 14 648.9
-60 15 713
-60 16 574.5
-60 17 575.6
-60 18 507.2
-60 19 481.8
-60 20 470.6
-60 21 430.4
-60 22 382.6
-60 23 462
-60 24 427.5
-60 25 364.8
-60 26 350.1
-60 27 330
-60 28 248.8
-60 29 270.7
-60 30 255.1
-60 31 210
-60 32 199.3
-60 33 137.9
-60 34 126.8
-60 35 130.3
-60 36 95.7
-60 37 103.3
-60 38 95.8
-60 39 86.2
-60 40 81.6
-60 41 76.1
-60 42 69.3
-60 43 66.4
-60 44 55.8
-60 45 47.6
-60 46 30.6
-60 47 40.4
-60 48 37.1
-60 49 31.7
-60 50 30.8
-60 51 25.6
-60 52 23.1
-60 53 20.9
-60 54 16.7
-60 55 15.4
-60 56 13.6
-60 57 12.1
-60 58 11.7
-60 59 12.2
-60 60 12.1
-59 -60 25
-59 -59 1
-59 -58 1
-59 -57 4
-59 -56 6.11111
-59 -55 7.8
-59 -54 5.5
-59 -53 7.57143
-59 -52 10.7
-59 -51 11.9
-59 -50 12.1
-59 -49 14.9
-59 -48 16.6
-59 -47 17.9
-59 -46 19.9
-59 -45 29.1
-59 -44 31.7
-59 -43 36.4
-59 -42 38.2
-59 -41 40.8
-59 -40 46.9
-59 -39 50.3
-59 -38 57.7
-59 -37 58.8
-59 -36 66.6
-59 -35 76.7
-59 -34 96
-59 -33 109
-59 -32 139.3
-59 -31 197.9
-59 -30 188.3
-59 -29 204.2
-59 -28 200.4
-59 -27 227.6
-59 -26 244.4
-59 -25 312.9
-59 -24 359.8
-59 -23 390.5
-59 -22 311.1
-59 -21 412.8
-59 -20 524.9
-59 -19 486.8
-59 -18 512.3
-59 -17 585.9
-59 -16 598.1
-59 -15 712.5
-59 -14 730.8
-59 -13 744.7
-59 -12 785.4
-59 -11 783.8
-59 -10 906
-59 -9 890.2
-59 -8 902.5
-59 -7 779.4
-59 -6 878.9
-59 -5 894.6
-59 -4 816.2
-59 -3 891.9
-59 -2 917.7
-59 -1 1001.5
-59 0 1070.9
-59 1 1025.6
-59 2 925.2
-59 3 876.6
-59 4 955.4
-59 5 976.3
-59 6 972.4
-59 7 908.5
-59 8 922.1
-59 9 966.5
-59 10 983.3
-59 11 935.8
-59 12 893.2
-59 13 918.7
-59 14 803.2
-59 15 892.7
-59 16 811.3
-59 17 768.4
-59 18 704.7
-59 19 741.6
-59 20 675.8
-59 21 647
-59 22 633.5
-59 23 534.9
-59 24 507.3
-59 25 468.5
-59 26 423.9
-59 27 396
-59 28 404.6
-59 29 329.1
-59 30 258
-59 31 204.1
-59 32 232.3
-59 33 202.9
-59 34 188.4
-59 35 162.6
-59 36 135.3
-59 37 136
-59 38 128.4
-59 39 122.1
-59 40 107.6
-59 41 98
-59 42 77
-59 43 80
-59 44 68.5
-59 45 71.6
-59 46 60.1
-59 47 53.6
-59 48 48.8
-59 49 43.4
-59 50 35.8
-59 51 31.1
-59 52 22.3
-59 53 25.2
-59 54 21.8
-59 55 20.2
-59 56 19.6
-59 57 13.9
-59 58 13.4
-59 59 12.1
-59 60 12.5
-58 -60 7
-58 -59 4
-58 -58 1
-58 -57 4
-58 -56 5.5
-58 -55 7.6
-58 -54 9.5
-58 -53 11.1
-58 -52 12.5
-58 -51 15.3
-58 -50 15.3
-58 -49 17.1
-58 -48 19.3
-58 -47 22.2
-58 -46 23.7
-58 -45 27.7
-58 -44 39.1
-58 -43 46
-58 -42 52.3
-58 -41 56.6
-58 -40 81.2
-58 -39 62.2
-58 -38 74.2
-58 -37 92.6
-58 -36 117.5
-58 -35 139
-58 -34 153.7
-58 -33 163
-58 -32 182
-58 -31 204
-58 -30 225.9
-58 -29 261
-58 -28 300.6
-58 -27 302.8
-58 -26 319.2
-58 -25 353.1
-58 -24 414.1
-58 -23 496.5
-58 -22 466.7
-58 -21 490.2
-58 -20 658.3
-58 -19 757.8
-58 -18 800.1
-58 -17 915.8
-58 -16 939.7
-58 -15 874.6
-58 -14 903.3
-58 -13 1080.5
-58 -12 1099.5
-58 -11 1126.9
-58 -10 1065.5
-58 -9 1165.5
-58 -8 1160.4
-58 -7 1247.9
-58 -6 1223.2
-58 -5 1282.3
-58 -4 1421.1
-58 -3 1400.1
-58 -2 1239.2
-58 -1 1200.2
-58 0 1241.7
-58 1 1084.6
-58 2 988.7
-58 3 1203.5
-58 4 1156
-58 5 1254.7
-58 6 1238.7
-58 7 1092.9
-58 8 1123.2
-58 9 1279.7
-58 10 1256.9
-58 11 1102.9
-58 12 1168.3
-58 13 1023.2
-58 14 978.7
-58 15 936.4
-58 16 969.3
-58 17 845.9
-58 18 872.5
-58 19 778.4
-58 20 758.3
-58 21 745.9
-58 22 792.3
-58 23 858.5
-58 24 598
-58 25 610.1
-58 26 528.1
-58 27 509.7
-58 28 523.5
-58 29 355.7
-58 30 351.9
-58 31 362.4
-58 32 347.5
-58 33 286.4
-58 34 247.4
-58 35 194.2
-58 36 228.2
-58 37 202.7
-58 38 181.3
-58 39 166.8
-58 40 149.1
-58 41 143.2
-58 42 134
-58 43 95
-58 44 79.5
-58 45 81.7
-58 46 71
-58 47 64.7
-58 48 64.9
-58 49 42.8
-58 50 42.5
-58 51 45.1
-58 52 29.6
-58 53 32.2
-58 54 25.8
-58 55 25.2
-58 56 23.9
-58 57 21.8
-58 58 16.3
-58 59 13.5
-58 60 13.5556
-57 -60 32.2
-57 -59 4
-57 -58 5.5
-57 -57 5
-57 -56 6.75
-57 -55 11.1
-57 -54 13.3
-57 -53 12.9
-57 -52 14.3
-57 -51 19
-57 -50 21.6
-57 -49 20
-57 -48 30
-57 -47 39.4
-57 -46 44.2
-57 -45 52.6
-57 -44 63.5
-57 -43 74.9
-57 -42 98.7
-57 -41 107.1
-57 -40 134.3
-57 -39 134.5
-57 -38 144.4
-57 -37 129.4
-57 -36 160.5
-57 -35 197.5
-57 -34 218.8
-57 -33 242.4
-57 -32 284.1
-57 -31 322.7
-57 -30 347.3
-57 -29 516.9
-57 -28 448.5
-57 -27 634.1
-57 -26 712.8
-57 -25 906.3
-57 -24 707
-57 -23 863.5
-57 -22 661.2
-57 -21 701.4
-57 -20 804.8
-57 -19 1026.8
-57 -18 974.9
-57 -17 1133.1
-57 -16 1178.6
-57 -15 1171.6
-57 -14 1280.7
-57 -13 1186
-57 -12 1224.7
-57 -11 1377.9
-57 -10 1323.6
-57 -9 1495.2
-57 -8 1461.7
-57 -7 1421
-57 -6 1579.1
-57 -5 1680.1
-57 -4 1650
-57 -3 1659.2
-57 -2 1741.5
-57 -1 1598.1
-57 0 1632.4
-57 1 1723.5
-57 2 1720.7
-57 3 1774.7
-57 4 1403.3
-57 5 1513.4
-57 6 1535.9
-57 7 1512.4
-57 8 1543.1
-57 9 1382.8
-57 10 1333.6
-57 11 1307.8
-57 12 1299.3
-57 13 1284.5
-57 14 1314.5
-57 15 1317
-57 16 1292
-57 17 1258.1
-57 18 1224.5
-57 19 1184.2
-57 20 1025.8
-57 21 956.2
-57 22 942.4
-57 23 844
-57 24 847.8
-57 25 654.5
-57 26 821.6
-57 27 782
-57 28 614.3
-57 29 489.3
-57 30 446.5
-57 31 481.6
-57 32 432.8
-57 33 403
-57 34 349.9
-57 35 327.4
-57 36 290.8
-57 37 245.6
-57 38 203.3
-57 39 182.1
-57 40 167.1
-57 41 170
-57 42 157.4
-57 43 127.2
-57 44 113.9
-57 45 98.8
-57 46 93.4
-57 47 80
-57 48 82.7
-57 49 70.6
-57 50 57.5
-57 51 47.8
-57 52 44.1
-57 53 35.5
-57 54 27.1
-57 55 28
-57 56 26.5
-57 57 21.5
-57 58 19
-57 59 15.8
-57 60 15.8
-56 -60 14
-56 -59 5.5
-56 -58 10.5
-56 -57 11.2
-56 -56 11.3
-56 -55 13.4
-56 -54 15.1
-56 -53 16.4
-56 -52 18.1
-56 -51 19.6
-56 -50 23.6
-56 -49 37.8
-56 -48 35.2
-56 -47 46.4
-56 -46 63.7
-56 -45 66.9
-56 -44 70.3
-56 -43 70.9
-56 -42 102.7
-56 -41 161.4
-56 -40 161.4
-56 -39 157.5
-56 -38 175.4
-56 -37 202.9
-56 -36 215
-56 -35 248.8
-56 -34 302.7
-56 -33 369.2
-56 -32 446.7
-56 -31 423.2
-56 -30 466.2
-56 -29 519.1
-56 -28 610
-56 -27 808
-56 -26 779
-56 -25 793.1
-56 -24 863.5
-56 -23 941.1
-56 -22 1014.3
-56 -21 1269
-56 -20 1162.7
-56 -19 1196.2
-56 -18 1225.2
-56 -17 1411
-56 -16 1350.7
-56 -15 1321
-56 -14 1479
-56 -13 1732.8
-56 -12 1427.5
-56 -11 1355.1
-56 -10 1697.3
-56 -9 1851.7
-56 -8 1675.5
-56 -7 1609.8
-56 -6 1581.7
-56 -5 1678.9
-56 -4 1774.9
-56 -3 1688
-56 -2 1881.7
-56 -1 2038.9
-56 0 1902.4
-56 1 1871.7
-56 2 1745.2
-56 3 1703.8
-56 4 1767.1
-56 5 1778.2
-56 6 1802.7
-56 7 2077.7
-56 8 2005.6
-56 9 1923.8
-56 10 1743
-56 11 1540.3
-56 12 1918
-56 13 1681.1
-56 14 1649.8
-56 15 1543.7
-56 16 1531.2
-56 17 1582.5
-56 18 1526.1
-56 19 1479.4
-56 20 1149.1
-56 21 1115.2
-56 22 1041.8
-56 23 1020
-56 24 951
-56 25 927.5
-56 26 939.6
-56 27 825.2
-56 28 799.1
-56 29 725.8
-56 30 654.3
-56 31 538.6
-56 32 477.1
-56 33 407
-56 34 349.8
-56 35 278.9
-56 36 306.4
-56 37 321
-56 38 298.2
-56 39 266.3
-56 40 280.7
-56 41 211.3
-56 42 186.3
-56 43 210.4
-56 44 177.6
-56 45 168.2
-56 46 141.2
-56 47 112.7
-56 48 99.5
-56 49 92.3
-56 50 67.3
-56 51 61.8
-56 52 58.1
-56 53 53.5
-56 54 38.8
-56 55 33.2
-56 56 32.6
-56 57 30.1
-56 58 25.9
-56 59 23.3
-56 60 20.8
