time	Pitch	Yaw	Roll
0	-0.0006144818167	-0.006322174147	-0.001093156284
0.004	-0.0005378651733	-0.006276672341	-0.001220394775
0.008	-0.0006094038199	-0.006102945967	-0.001359118268
0.012	-0.0005861194379	-0.005887988061	-0.001323385387
0.016	-0.0005726860504	-0.005619460949	-0.001245511514
0.02	-0.0005174693667	-0.005389750188	-0.001187618699
0.024	-0.0004642390577	-0.005155242792	-0.001111188182
0.028	-0.0004408226729	-0.004961339173	-0.001081628482
0.032	-0.0003639550165	-0.004835433828	-0.001064666018
0.036	-0.0002863316345	-0.004788942684	-0.001133479167
0.04	-0.0003069982347	-0.004587427984	-0.00112501983
0.044	-0.0003459497138	-0.004266530966	-0.001005755841
0.048	-0.0003842278012	-0.003837318866	-0.000778659716
0.052	-0.000385300983	-0.003511626652	-0.0006223711931
0.056	-0.0003753408739	-0.003327797486	-0.000568246625
0.06	-0.0003353718315	-0.003287044016	-0.0006673686475
0.064	-0.0002792961197	-0.003169100349	-0.0006564225195
0.068	-0.00028868815	-0.003009512782	-0.0006638647503
0.072	-0.0002757579964	-0.002857159787	-0.0006462507606
0.076	-0.0002710537659	-0.002672676517	-0.0006108676322
0.08	-0.0002715650624	-0.002451446563	-0.0005218255641
0.084	-0.0002621723707	-0.002236645075	-0.0004396905725
0.088	-0.0002188651499	-0.002133680568	-0.0004405405168
0.092	-0.0001930444351	-0.00228570115	-0.0006973352782
0.096	-0.0001327258011	-0.002190456096	-0.000698953106
0.1	-0.0001258211075	-0.002034850379	-0.0006596545405
0.104	-0.0001856008545	-0.001755766479	-0.000512112919
0.108	-0.0001592350178	-0.001567871398	-0.000432116927
0.112	-0.0001016248542	-0.001403823061	-0.0003424288674
0.116	-9.41E-05	-0.001264753126	-0.0002861801079
0.12	-9.03E-05	-0.001247192856	-0.0004022350911
0.124	-7.01E-05	-0.001154985723	-0.0003778514088
0.128	-6.02E-05	-0.001055511839	-0.0003795225321
0.132	-4.21E-05	-0.0009114320895	-0.0003256463344
0.136	-6.66E-05	-0.0006699510688	-0.0001831255983
0.14	-4.41E-05	-0.0005357278446	-0.0001325893083
0.144	2.81E-05	-0.0004515050014	-7.90E-05
0.148	5.43E-05	-0.000409282031	-0.0001181249573
0.152	2.00E-06	-0.0004472692246	-0.0002909368429
0.156	-1.91E-05	-0.0003158631028	-0.0002890996049
0.16	1.39E-05	-0.000251637886	-0.0002794453176
0.164	-1.29E-05	-8.66E-05	-0.0002160632476
0.168	-0.000106064534	0.0002050147972	-8.75E-05
0.172	-0.0001068536485	0.0003992387127	4.19E-05
0.176	-4.32E-05	0.0004210879117	3.88E-05
0.18	-2.31E-05	0.0004652651776	1.94E-05
0.184	-9.66E-06	0.0005446656282	5.93E-05
0.188	-1.84E-05	0.000649229501	7.65E-05
0.192	-9.72E-06	0.0007272400415	8.75E-05
0.196	2.01E-05	0.0008583308545	0.0001908781249
0.2	6.19E-05	0.000948506907	0.0002658582882
0.204	8.12E-05	0.001005508898	0.0002533199728
0.208	-4.72E-05	0.001010416587	9.95E-05
0.212	-9.47E-05	0.001046168303	4.73E-05
0.216	-0.0002065920148	0.001114864348	-3.04E-05
0.22	-0.0001812514925	0.001156559002	-3.63E-05
0.224	-0.0001713803431	0.001268563688	6.90E-05
0.228	-0.0001345207802	0.001360400338	0.0001491181254
0.232	-7.88E-05	0.001359555598	0.000141012992
0.236	-6.32E-05	0.00134289186	0.0001170847562
0.24	-8.50E-05	0.001382626819	9.54E-05
0.244	-4.86E-05	0.001386171599	7.16E-05
0.248	-6.34E-05	0.001459042735	0.0001109873823
0.252	-8.23E-05	0.001563620837	0.000182778252
0.256	-9.40E-05	0.001656192611	0.0002207584112
0.26	2.53E-05	0.001666108206	0.0002700274763
0.264	7.61E-05	0.001662058431	0.0002523176909
0.268	7.12E-05	0.001632875032	0.0001536295663
0.272	5.61E-05	0.001641958284	0.000139366237
0.276	9.38E-05	0.001578160613	8.41E-05
0.28	0.0001049409145	0.001662992924	0.0001673290106
0.284	0.000105475189	0.001746654219	0.0002372271629
0.288	0.0001233440925	0.001793674857	0.0002905210644
0.292	9.90E-05	0.001831894992	0.0002912433366
0.296	2.36E-05	0.001798140889	0.0001665493325
0.3	-8.12E-06	0.00180543534	0.0001331018193
0.304	-4.86E-05	0.001871282678	0.0001382341267
0.308	-3.20E-05	0.001917113375	0.0002145126613
0.312	-2.19E-05	0.002113163303	0.0003906443148
0.316	-2.74E-05	0.00221826309	0.0004711477893
0.32	1.37E-05	0.002219496229	0.0004811520267
0.324	3.98E-05	0.002171528382	0.0004442215286
0.328	5.73E-05	0.002147833957	0.0004434439878
0.332	0.000120589965	0.002136092956	0.0004640704477
0.336	0.0001275694776	0.002145152761	0.0004546344046
0.34	0.0001441326605	0.002198065212	0.0005175475278
0.344	0.0001547832764	0.002233571727	0.0005473090703
0.348	0.0001610169924	0.002312322635	0.0006253840251
0.352	0.0001323372899	0.002494540877	0.0007773914566
0.356	0.0001843984821	0.002217254207	0.000577165659
0.36	0.000206385247	0.002139869687	0.0005289729991
0.364	0.0002337920361	0.00211455826	0.0005515450918
0.368	0.000227018982	0.00212352619	0.0005765249375
0.372	0.0001954046037	0.002185094538	0.000601229241
0.376	0.0002067557144	0.002210530197	0.0006415172791
0.38	0.0002916963241	0.00203042157	0.0005105142299
0.384	0.000370753463	0.001925682757	0.0004527851493
0.388	0.0003424881136	0.001906580599	0.0004325216611
0.392	0.0003402841992	0.001898761144	0.0004418408731
0.396	0.0003184573867	0.001976345001	0.0005082338344
0.4	0.0003378503909	0.001951372028	0.0005324208189
0.404	0.0003532173862	0.001964201749	0.0005629643465
0.408	0.0003425723072	0.001951816806	0.0005528343856
0.412	0.0003722157772	0.001897938649	0.000543662922
0.416	0.0005698793717	0.001648590133	0.000396281439
0.42	0.0005317035208	0.001642944996	0.0003456278749
0.424	0.0004877479719	0.001711374595	0.0003953324098
0.428	0.0004272169877	0.001926204314	0.000597220038
0.432	0.0004335521558	0.001936562593	0.0006203249675
0.436	0.0003482021475	0.001990484421	0.0006546026517
0.44	0.0003267819047	0.001917584795	0.000575770486
