time	X	Y	Z
2.322265625	5.86E-07	-1.85E-06	-2.82E-06
2.32421875	3.83E-07	-7.41E-07	-2.69E-06
2.326171875	1.04E-07	5.41E-07	-2.67E-06
2.328125	-3.51E-07	1.83E-06	-2.49E-06
2.330078125	-8.21E-07	2.70E-06	-1.73E-06
2.33203125	-1.18E-06	3.30E-06	-1.13E-06
2.333984375	-1.43E-06	3.69E-06	-6.23E-07
2.3359375	-1.51E-06	3.53E-06	2.27E-07
2.337890625	-1.46E-06	3.03E-06	5.88E-07
2.33984375	-1.33E-06	2.45E-06	4.61E-07
2.341796875	-1.10E-06	1.69E-06	5.81E-07
2.34375	-8.27E-07	9.22E-07	3.21E-07
2.345703125	-4.97E-07	3.64E-07	-5.73E-07
2.34765625	-8.31E-08	-1.69E-07	-1.44E-06
2.349609375	2.99E-07	-5.42E-07	-2.64E-06
2.3515625	5.33E-07	-4.60E-07	-4.06E-06
2.353515625	6.17E-07	-1.25E-07	-4.65E-06
2.35546875	5.38E-07	3.60E-07	-4.82E-06
2.357421875	3.19E-07	1.16E-06	-5.12E-06
2.359375	6.25E-08	2.05E-06	-4.71E-06
2.361328125	-2.22E-07	2.78E-06	-3.73E-06
2.36328125	-5.94E-07	3.46E-06	-2.94E-06
2.365234375	-9.87E-07	3.89E-06	-1.60E-06
2.3671875	-1.36E-06	3.86E-06	1.84E-07
2.369140625	-1.74E-06	3.55E-06	1.21E-06
2.37109375	-2.00E-06	3.04E-06	2.03E-06
2.373046875	-2.17E-06	2.33E-06	2.96E-06
2.375	-2.38E-06	1.54E-06	3.02E-06
2.376953125	-2.54E-06	6.51E-07	2.88E-06
2.37890625	-2.58E-06	-3.60E-07	3.08E-06
2.380859375	-2.57E-06	-1.20E-06	2.48E-06
2.3828125	-2.41E-06	-1.67E-06	1.36E-06
2.384765625	-2.13E-06	-1.86E-06	4.74E-07
2.38671875	-1.92E-06	-1.72E-06	-7.24E-07
2.388671875	-1.73E-06	-1.17E-06	-1.65E-06
2.390625	-1.51E-06	-3.70E-07	-1.39E-06
2.392578125	-1.40E-06	5.85E-07	-9.31E-07
2.39453125	-1.40E-06	1.58E-06	-5.23E-07
2.396484375	-1.45E-06	2.35E-06	7.51E-07
2.3984375	-1.60E-06	2.89E-06	2.21E-06
2.400390625	-1.71E-06	3.20E-06	3.29E-06
2.40234375	-1.66E-06	3.09E-06	4.67E-06
2.404296875	-1.52E-06	2.55E-06	5.62E-06
2.40625	-1.28E-06	1.77E-06	5.57E-06
2.408203125	-9.59E-07	7.50E-07	5.59E-06
2.41015625	-7.44E-07	-3.65E-07	5.39E-06
2.412109375	-5.98E-07	-1.33E-06	4.15E-06
2.4140625	-3.22E-07	-2.13E-06	2.90E-06
2.416015625	-6.74E-09	-2.72E-06	1.61E-06
2.41796875	2.49E-07	-2.92E-06	-3.46E-07
2.419921875	3.98E-07	-2.88E-06	-1.78E-06
2.421875	2.83E-07	-2.61E-06	-2.39E-06
2.423828125	-2.82E-08	-1.92E-06	-3.01E-06
2.42578125	-3.05E-07	-9.40E-07	-2.96E-06
2.427734375	-5.57E-07	8.83E-08	-2.08E-06
2.4296875	-8.51E-07	1.09E-06	-1.52E-06
2.431640625	-1.08E-06	1.86E-06	-7.81E-07
2.43359375	-1.24E-06	2.30E-06	6.81E-07
2.435546875	-1.31E-06	2.48E-06	1.91E-06
2.4375	-1.12E-06	2.35E-06	2.89E-06
2.439453125	-7.29E-07	1.81E-06	3.82E-06
2.44140625	-3.45E-07	1.12E-06	3.77E-06
2.443359375	1.15E-07	3.73E-07	3.02E-06
2.4453125	6.94E-07	-4.88E-07	2.48E-06
2.447265625	1.25E-06	-1.23E-06	1.65E-06
2.44921875	1.84E-06	-1.77E-06	5.12E-07
2.451171875	2.43E-06	-2.18E-06	-2.71E-07
2.453125	2.83E-06	-2.28E-06	-1.14E-06
2.455078125	3.04E-06	-1.97E-06	-2.10E-06
2.45703125	3.10E-06	-1.39E-06	-2.27E-06
2.458984375	2.90E-06	-5.20E-07	-2.04E-06
2.4609375	2.54E-06	4.76E-07	-1.86E-06
2.462890625	2.12E-06	1.29E-06	-1.02E-06
2.46484375	1.57E-06	1.95E-06	2.49E-07
2.466796875	9.62E-07	2.44E-06	1.28E-06
2.46875	4.92E-07	2.54E-06	2.39E-06
2.470703125	2.07E-07	2.33E-06	3.42E-06
2.47265625	1.38E-07	1.94E-06	3.80E-06
2.474609375	3.08E-07	1.16E-06	3.87E-06
2.4765625	6.17E-07	1.64E-07	3.74E-06
2.478515625	9.33E-07	-7.34E-07	3.00E-06
2.48046875	1.28E-06	-1.66E-06	1.90E-06
2.482421875	1.67E-06	-2.48E-06	5.79E-07
2.484375	2.04E-06	-2.92E-06	-1.27E-06
2.486328125	2.41E-06	-3.16E-06	-3.19E-06
2.48828125	2.74E-06	-3.25E-06	-4.65E-06
2.490234375	2.95E-06	-2.87E-06	-5.79E-06
2.4921875	3.00E-06	-2.27E-06	-6.35E-06
2.494140625	2.92E-06	-1.68E-06	-5.97E-06
2.49609375	2.74E-06	-9.12E-07	-5.14E-06
2.498046875	2.48E-06	-1.97E-07	-4.11E-06
2.5	2.20E-06	1.73E-07	-2.64E-06
2.501953125	1.95E-06	4.23E-07	-1.18E-06
2.50390625	1.71E-06	4.25E-07	-2.75E-08
2.505859375	1.53E-06	-9.22E-08	1.11E-06
2.5078125	1.42E-06	-7.64E-07	1.93E-06
2.509765625	1.28E-06	-1.47E-06	2.00E-06
2.51171875	1.11E-06	-2.44E-06	1.63E-06
2.513671875	9.64E-07	-3.30E-06	9.01E-07
2.515625	7.94E-07	-3.82E-06	-3.85E-07
2.517578125	6.63E-07	-4.32E-06	-1.92E-06
2.51953125	6.65E-07	-4.54E-06	-3.41E-06
2.521484375	6.29E-07	-4.33E-06	-4.70E-06
2.5234375	4.67E-07	-4.02E-06	-5.31E-06
2.525390625	2.90E-07	-3.35E-06	-5.02E-06
2.52734375	8.74E-08	-2.20E-06	-4.19E-06
2.529296875	-1.36E-07	-1.17E-06	-3.08E-06
2.53125	-2.48E-07	-3.41E-07	-1.68E-06
2.533203125	-3.66E-07	4.43E-07	-1.74E-07
2.53515625	-5.59E-07	7.62E-07	1.40E-06
2.537109375	-6.10E-07	6.70E-07	3.05E-06
2.5390625	-5.59E-07	4.69E-07	4.32E-06
2.541015625	-5.09E-07	-1.64E-07	4.81E-06
2.54296875	-2.86E-07	-1.07E-06	4.75E-06
2.544921875	1.38E-08	-1.68E-06	4.40E-06
2.546875	1.77E-07	-2.23E-06	3.80E-06
2.548828125	3.80E-07	-2.78E-06	3.00E-06
2.55078125	5.97E-07	-2.88E-06	2.06E-06
2.552734375	5.96E-07	-2.73E-06	1.08E-06
2.5546875	5.41E-07	-2.44E-06	3.17E-07
2.556640625	4.32E-07	-1.57E-06	-3.23E-09
2.55859375	-2.89E-08	-4.44E-07	2.07E-07
2.560546875	-6.14E-07	5.51E-07	7.68E-07
2.5625	-1.09E-06	1.73E-06	1.54E-06
2.564453125	-1.67E-06	2.80E-06	2.51E-06
2.56640625	-2.20E-06	3.29E-06	3.48E-06
2.568359375	-2.50E-06	3.66E-06	4.35E-06
2.5703125	-2.75E-06	3.92E-06	5.19E-06
2.572265625	-2.83E-06	3.62E-06	5.86E-06
2.57421875	-2.58E-06	3.18E-06	6.17E-06
2.576171875	-2.33E-06	2.76E-06	6.24E-06
2.578125	-2.12E-06	2.02E-06	6.03E-06
2.580078125	-1.72E-06	1.42E-06	5.30E-06
2.58203125	-1.38E-06	1.14E-06	4.10E-06
2.583984375	-1.12E-06	6.83E-07	2.55E-06
2.5859375	-6.18E-07	4.60E-07	6.07E-07
2.587890625	-1.28E-07	7.80E-07	-1.34E-06
2.58984375	1.38E-07	1.05E-06	-2.81E-06
2.591796875	4.03E-07	1.46E-06	-3.86E-06
2.59375	5.15E-07	2.36E-06	-4.27E-06
2.595703125	3.17E-07	3.17E-06	-3.79E-06
2.59765625	1.03E-07	3.85E-06	-2.92E-06
2.599609375	-1.45E-07	4.70E-06	-1.97E-06
2.6015625	-5.57E-07	5.20E-06	-8.02E-07
2.603515625	-8.64E-07	5.32E-06	2.76E-07
2.60546875	-1.07E-06	5.41E-06	1.11E-06
2.607421875	-1.34E-06	5.08E-06	1.94E-06
2.609375	-1.47E-06	4.26E-06	2.25E-06
2.611328125	-1.38E-06	3.52E-06	1.60E-06
2.61328125	-1.31E-06	2.69E-06	5.79E-07
2.615234375	-1.08E-06	1.60E-06	-7.99E-07
2.6171875	-6.30E-07	7.81E-07	-2.74E-06
2.619140625	-2.85E-07	9.41E-08	-4.58E-06
2.62109375	2.91E-08	-6.84E-07	-6.11E-06
2.623046875	3.79E-07	-1.06E-06	-7.56E-06
2.625	4.53E-07	-1.05E-06	-8.16E-06
2.626953125	3.44E-07	-9.47E-07	-7.58E-06
2.62890625	2.32E-07	-4.03E-07	-6.62E-06
2.630859375	-6.88E-08	4.12E-07	-5.16E-06
2.6328125	-3.96E-07	9.91E-07	-3.11E-06
2.634765625	-5.36E-07	1.55E-06	-1.38E-06
2.63671875	-7.14E-07	2.10E-06	2.15E-07
2.638671875	-8.69E-07	2.16E-06	1.79E-06
2.640625	-7.52E-07	1.83E-06	2.28E-06
2.642578125	-5.51E-07	1.31E-06	2.06E-06
2.64453125	-3.54E-07	3.96E-07	1.96E-06
2.646484375	2.70E-08	-6.15E-07	1.20E-06
2.6484375	4.22E-07	-1.46E-06	-1.81E-08
2.650390625	6.61E-07	-2.50E-06	-7.19E-07
2.65234375	8.59E-07	-3.52E-06	-1.62E-06
2.654296875	9.23E-07	-4.00E-06	-2.81E-06
2.65625	7.91E-07	-4.23E-06	-3.24E-06
2.658203125	6.17E-07	-4.33E-06	-3.47E-06
2.66015625	3.68E-07	-3.94E-06	-3.90E-06
2.662109375	3.74E-08	-3.27E-06	-3.40E-06
2.6640625	-1.58E-07	-2.61E-06	-2.46E-06
2.666015625	-2.51E-07	-1.83E-06	-1.98E-06
2.66796875	-3.59E-07	-1.20E-06	-9.13E-07
2.669921875	-3.55E-07	-1.00E-06	4.38E-07
2.671875	-2.46E-07	-9.59E-07	9.74E-07
2.673828125	-1.04E-07	-1.07E-06	1.85E-06
2.67578125	1.34E-07	-1.58E-06	3.01E-06
2.677734375	3.82E-07	-2.23E-06	2.98E-06
2.6796875	5.80E-07	-2.87E-06	2.75E-06
2.681640625	8.23E-07	-3.62E-06	2.82E-06
2.68359375	1.03E-06	-4.22E-06	1.71E-06
2.685546875	1.16E-06	-4.49E-06	2.15E-07
2.6875	1.35E-06	-4.61E-06	-7.13E-07
2.689453125	1.55E-06	-4.50E-06	-2.28E-06
2.69140625	1.59E-06	-4.01E-06	-3.76E-06
2.693359375	1.48E-06	-3.38E-06	-3.72E-06
2.6953125	1.18E-06	-2.64E-06	-3.38E-06
2.697265625	6.91E-07	-1.69E-06	-2.89E-06
2.69921875	2.61E-07	-7.61E-07	-1.17E-06
2.701171875	-1.11E-07	2.24E-08	2.99E-07
2.703125	-5.43E-07	7.10E-07	1.11E-06
2.705078125	-8.28E-07	1.12E-06	2.75E-06
2.70703125	-8.86E-07	1.17E-06	3.99E-06
2.708984375	-8.55E-07	1.03E-06	3.97E-06
2.7109375	-6.83E-07	7.35E-07	4.28E-06
2.712890625	-3.83E-07	2.43E-07	4.10E-06
2.71484375	-9.71E-08	-2.46E-07	2.35E-06
2.716796875	2.32E-07	-6.90E-07	8.46E-07
2.71875	6.15E-07	-1.17E-06	-3.83E-07
2.720703125	9.26E-07	-1.46E-06	-2.51E-06
2.72265625	1.21E-06	-1.47E-06	-3.87E-06
2.724609375	1.46E-06	-1.39E-06	-4.17E-06
2.7265625	1.54E-06	-1.08E-06	-4.80E-06
2.728515625	1.52E-06	-4.08E-07	-4.38E-06
2.73046875	1.49E-06	4.03E-07	-2.55E-06
2.732421875	1.29E-06	1.24E-06	-1.36E-06
2.734375	1.04E-06	2.06E-06	-5.65E-08
2.736328125	8.49E-07	2.66E-06	2.02E-06
2.73828125	5.97E-07	3.02E-06	2.76E-06
2.740234375	3.48E-07	3.25E-06	2.68E-06
2.7421875	2.61E-07	3.12E-06	3.29E-06
2.744140625	2.08E-07	2.63E-06	2.87E-06
2.74609375	1.81E-07	2.08E-06	1.53E-06
2.748046875	2.40E-07	1.48E-06	1.13E-06
2.75	2.12E-07	7.13E-07	1.59E-07
2.751953125	1.16E-07	-3.57E-09	-1.69E-06
2.75390625	1.21E-07	-5.84E-07	-2.27E-06
2.755859375	2.05E-07	-1.05E-06	-2.79E-06
2.7578125	3.19E-07	-1.17E-06	-4.09E-06
2.759765625	4.51E-07	-9.15E-07	-4.04E-06
2.76171875	4.89E-07	-5.24E-07	-3.41E-06
2.763671875	4.49E-07	7.69E-08	-3.54E-06
2.765625	4.80E-07	8.55E-07	-2.67E-06
2.767578125	5.12E-07	1.55E-06	-1.18E-06
2.76953125	4.49E-07	2.13E-06	-7.76E-07
2.771484375	3.90E-07	2.56E-06	5.67E-08
2.7734375	3.75E-07	2.65E-06	1.48E-06
2.775390625	3.90E-07	2.49E-06	1.75E-06
2.77734375	4.92E-07	2.14E-06	2.12E-06
2.779296875	6.51E-07	1.50E-06	3.08E-06
2.78125	8.09E-07	6.93E-07	2.59E-06
2.783203125	1.01E-06	-5.08E-08	1.73E-06
2.78515625	1.21E-06	-7.43E-07	1.72E-06
2.787109375	1.29E-06	-1.29E-06	6.54E-07
2.7890625	1.31E-06	-1.57E-06	-7.94E-07
2.791015625	1.27E-06	-1.69E-06	-9.61E-07
2.79296875	1.12E-06	-1.67E-06	-1.51E-06
2.794921875	8.32E-07	-1.41E-06	-2.23E-06
2.796875	4.25E-07	-9.66E-07	-1.24E-06
2.798828125	-3.24E-08	-4.22E-07	-2.19E-07
2.80078125	-4.01E-07	2.05E-07	2.43E-07
2.802734375	-6.53E-07	7.67E-07	2.05E-06
2.8046875	-8.40E-07	1.20E-06	3.83E-06
2.806640625	-9.11E-07	1.50E-06	4.47E-06
2.80859375	-7.80E-07	1.52E-06	5.82E-06
2.810546875	-5.23E-07	1.28E-06	6.87E-06
2.8125	-1.97E-07	9.73E-07	6.21E-06
2.814453125	2.43E-07	5.67E-07	5.83E-06
2.81640625	7.35E-07	-4.29E-08	5.42E-06
2.818359375	1.19E-06	-8.32E-07	3.44E-06
2.8203125	1.57E-06	-1.65E-06	2.00E-06
2.822265625	1.86E-06	-2.23E-06	1.45E-06
2.82421875	2.05E-06	-2.47E-06	-4.60E-08
2.826171875	2.16E-06	-2.48E-06	-9.46E-07
2.828125	2.26E-06	-2.27E-06	-5.72E-07
2.830078125	2.29E-06	-1.76E-06	-8.53E-07
2.83203125	2.14E-06	-1.02E-06	-5.46E-07
2.833984375	1.83E-06	-2.00E-07	1.34E-06
2.8359375	1.42E-06	6.53E-07	2.41E-06
2.837890625	8.90E-07	1.39E-06	2.92E-06
2.83984375	3.54E-07	1.94E-06	4.08E-06
2.841796875	-6.72E-08	2.39E-06	4.00E-06
2.84375	-4.57E-07	2.58E-06	3.14E-06
2.845703125	-8.49E-07	2.41E-06	3.33E-06
2.84765625	-1.11E-06	2.03E-06	2.83E-06
2.849609375	-1.27E-06	1.51E-06	1.37E-06
2.8515625	-1.42E-06	8.22E-07	9.03E-07
2.853515625	-1.53E-06	1.11E-07	6.33E-08
2.85546875	-1.59E-06	-4.74E-07	-1.83E-06
2.857421875	-1.65E-06	-8.66E-07	-2.65E-06
2.859375	-1.66E-06	-9.58E-07	-3.20E-06
2.861328125	-1.66E-06	-8.10E-07	-4.43E-06
2.86328125	-1.76E-06	-5.06E-07	-4.27E-06
2.865234375	-1.90E-06	1.16E-07	-3.25E-06
2.8671875	-2.10E-06	9.93E-07	-3.04E-06
2.869140625	-2.37E-06	1.88E-06	-2.05E-06
2.87109375	-2.62E-06	2.79E-06	-4.86E-07
2.873046875	-2.83E-06	3.63E-06	-2.21E-07
2.875	-3.12E-06	4.11E-06	2.47E-07
2.876953125	-3.43E-06	4.31E-06	1.25E-06
2.87890625	-3.65E-06	4.29E-06	8.45E-07
2.880859375	-3.82E-06	3.90E-06	2.34E-07
2.8828125	-3.91E-06	3.35E-06	2.77E-07
2.884765625	-3.91E-06	2.83E-06	-8.32E-07
2.88671875	-3.91E-06	2.18E-06	-2.23E-06
2.888671875	-3.90E-06	1.48E-06	-2.60E-06
2.890625	-3.82E-06	9.23E-07	-3.47E-06
2.892578125	-3.80E-06	4.29E-07	-4.40E-06
2.89453125	-3.85E-06	1.26E-07	-4.10E-06
2.896484375	-3.88E-06	2.35E-07	-4.05E-06
2.8984375	-3.92E-06	5.73E-07	-4.28E-06
2.900390625	-4.01E-06	1.04E-06	-3.28E-06
2.90234375	-4.07E-06	1.71E-06	-2.30E-06
2.904296875	-4.07E-06	2.38E-06	-1.88E-06
2.90625	-3.96E-06	2.90E-06	-6.68E-07
2.908203125	-3.73E-06	3.27E-06	2.48E-07
2.91015625	-3.43E-06	3.38E-06	1.21E-07
2.912109375	-3.11E-06	3.15E-06	5.02E-07
2.9140625	-2.69E-06	2.79E-06	7.80E-07
2.916015625	-2.22E-06	2.25E-06	4.95E-08
2.91796875	-1.84E-06	1.42E-06	-1.56E-07
2.919921875	-1.54E-06	4.64E-07	-1.24E-07
2.921875	-1.30E-06	-4.62E-07	-9.43E-07
2.923828125	-1.08E-06	-1.32E-06	-1.28E-06
2.92578125	-8.85E-07	-1.88E-06	-1.17E-06
2.927734375	-7.65E-07	-2.15E-06	-1.83E-06
2.9296875	-7.06E-07	-2.26E-06	-2.07E-06
2.931640625	-6.79E-07	-2.04E-06	-1.50E-06
2.93359375	-7.50E-07	-1.49E-06	-1.30E-06
2.935546875	-9.35E-07	-8.74E-07	-6.13E-07
2.9375	-1.15E-06	-2.40E-07	7.89E-07
2.939453125	-1.29E-06	3.98E-07	1.39E-06
2.94140625	-1.24E-06	8.53E-07	1.77E-06
2.943359375	-1.02E-06	1.14E-06	2.53E-06
2.9453125	-7.26E-07	1.28E-06	2.57E-06
2.947265625	-3.41E-07	1.13E-06	2.42E-06
2.94921875	1.31E-07	6.95E-07	2.72E-06
2.951171875	6.49E-07	6.46E-08	2.21E-06
2.953125	1.19E-06	-7.50E-07	1.27E-06
2.955078125	1.71E-06	-1.59E-06	8.05E-07
2.95703125	2.22E-06	-2.24E-06	-9.73E-08
2.958984375	2.79E-06	-2.70E-06	-1.15E-06
2.9609375	3.34E-06	-3.02E-06	-1.31E-06
2.962890625	3.79E-06	-3.08E-06	-1.45E-06
2.96484375	4.12E-06	-2.85E-06	-1.53E-06
2.966796875	4.34E-06	-2.47E-06	-5.44E-07
2.96875	4.45E-06	-1.92E-06	5.34E-07
2.970703125	4.50E-06	-1.22E-06	1.22E-06
2.97265625	4.46E-06	-5.59E-07	2.21E-06
2.974609375	4.25E-06	4.59E-08	2.90E-06
2.9765625	3.94E-06	5.26E-07	3.10E-06
2.978515625	3.56E-06	7.07E-07	3.61E-06
2.98046875	3.15E-06	6.39E-07	3.78E-06
2.982421875	2.78E-06	4.16E-07	3.23E-06
2.984375	2.48E-06	-5.91E-09	2.82E-06
2.986328125	2.26E-06	-5.98E-07	2.24E-06
2.98828125	2.11E-06	-1.28E-06	1.22E-06
2.990234375	1.99E-06	-2.09E-06	7.19E-07
2.9921875	1.88E-06	-2.91E-06	4.10E-07
2.994140625	1.81E-06	-3.46E-06	-3.21E-07
2.99609375	1.80E-06	-3.76E-06	-5.72E-07
2.998046875	1.78E-06	-3.89E-06	-4.94E-07
3	1.75E-06	-3.70E-06	-8.34E-07
3.001953125	1.77E-06	-3.24E-06	-7.15E-07
3.00390625	1.76E-06	-2.70E-06	-4.66E-08
3.005859375	1.68E-06	-2.03E-06	3.48E-07
3.0078125	1.57E-06	-1.34E-06	1.04E-06
3.009765625	1.40E-06	-8.78E-07	1.88E-06
3.01171875	1.27E-06	-5.84E-07	1.81E-06
3.013671875	1.25E-06	-3.80E-07	1.64E-06
3.015625	1.26E-06	-4.75E-07	1.76E-06
3.017578125	1.23E-06	-8.75E-07	1.31E-06
3.01953125	1.17E-06	-1.40E-06	9.80E-07
3.021484375	1.05E-06	-2.17E-06	1.16E-06
3.0234375	9.10E-07	-3.06E-06	7.01E-07
3.025390625	7.94E-07	-3.72E-06	6.59E-08
3.02734375	6.16E-07	-4.29E-06	-1.45E-07
3.029296875	4.15E-07	-4.78E-06	-9.21E-07
3.03125	2.83E-07	-4.82E-06	-1.87E-06
3.033203125	1.49E-07	-4.53E-06	-2.11E-06
3.03515625	-1.02E-08	-4.05E-06	-2.43E-06
3.037109375	-1.14E-07	-3.23E-06	-2.67E-06
3.0390625	-1.96E-07	-2.27E-06	-2.06E-06
3.041015625	-2.82E-07	-1.38E-06	-1.62E-06
3.04296875	-3.29E-07	-4.84E-07	-1.48E-06
3.044921875	-3.70E-07	2.26E-07	-6.02E-07
3.046875	-3.77E-07	4.93E-07	7.82E-08
3.048828125	-2.73E-07	5.02E-07	8.52E-08
3.05078125	-1.46E-07	2.31E-07	5.42E-07
3.052734375	-5.99E-08	-4.56E-07	6.09E-07
3.0546875	9.41E-08	-1.20E-06	-2.71E-07
3.056640625	2.92E-07	-1.79E-06	-7.18E-07
3.05859375	4.42E-07	-2.39E-06	-1.10E-06
3.060546875	6.36E-07	-2.80E-06	-2.03E-06
3.0625	8.46E-07	-2.86E-06	-2.25E-06
3.064453125	8.95E-07	-2.80E-06	-2.02E-06
3.06640625	7.99E-07	-2.50E-06	-2.27E-06
3.068359375	5.85E-07	-1.75E-06	-1.93E-06
3.0703125	2.02E-07	-8.55E-07	-9.54E-07
3.072265625	-2.40E-07	7.20E-08	-7.00E-07
3.07421875	-7.01E-07	1.14E-06	-4.56E-07
3.076171875	-1.24E-06	2.02E-06	3.50E-07
3.078125	-1.72E-06	2.60E-06	4.77E-07
3.080078125	-2.06E-06	3.07E-06	4.63E-07
3.08203125	-2.28E-06	3.15E-06	9.50E-07
3.083984375	-2.31E-06	2.85E-06	6.23E-07
3.0859375	-2.15E-06	2.62E-06	-2.59E-08
3.087890625	-1.92E-06	2.28E-06	3.30E-08
3.08984375	-1.58E-06	1.60E-06	-4.43E-07
3.091796875	-1.13E-06	1.02E-06	-1.33E-06
3.09375	-7.56E-07	5.81E-07	-1.37E-06
3.095703125	-3.69E-07	1.87E-07	-1.68E-06
3.09765625	8.89E-08	2.45E-07	-2.54E-06
3.099609375	4.23E-07	7.02E-07	-2.62E-06
3.1015625	6.70E-07	1.20E-06	-2.72E-06
3.103515625	9.74E-07	1.99E-06	-3.26E-06
3.10546875	1.18E-06	3.04E-06	-2.77E-06
3.107421875	1.32E-06	3.88E-06	-1.99E-06
3.109375	1.50E-06	4.62E-06	-2.10E-06
3.111328125	1.60E-06	5.34E-06	-1.75E-06
3.11328125	1.62E-06	5.67E-06	-9.26E-07
3.115234375	1.65E-06	5.75E-06	-8.55E-07
3.1171875	1.55E-06	5.75E-06	-2.64E-07
3.119140625	1.31E-06	5.32E-06	1.05E-06
3.12109375	1.09E-06	4.60E-06	1.37E-06
3.123046875	8.18E-07	3.97E-06	1.43E-06
3.125	5.38E-07	3.19E-06	1.77E-06
3.126953125	4.01E-07	2.30E-06	9.17E-07
3.12890625	3.03E-07	1.77E-06	-1.88E-07
3.130859375	1.92E-07	1.42E-06	-4.18E-07
3.1328125	2.16E-07	1.20E-06	-1.20E-06
3.134765625	2.77E-07	1.44E-06	-1.92E-06
3.13671875	2.92E-07	1.92E-06	-1.28E-06
3.138671875	4.03E-07	2.46E-06	-9.05E-07
3.140625	4.86E-07	3.27E-06	-9.07E-07
3.142578125	4.05E-07	4.10E-06	2.62E-07
3.14453125	3.37E-07	4.64E-06	1.42E-06
3.146484375	3.23E-07	5.09E-06	1.95E-06
3.1484375	3.33E-07	5.24E-06	3.13E-06
3.150390625	4.81E-07	4.76E-06	3.83E-06
3.15234375	6.98E-07	4.04E-06	3.27E-06
3.154296875	8.60E-07	3.23E-06	3.23E-06
3.15625	1.10E-06	2.09E-06	3.20E-06
3.158203125	1.37E-06	8.06E-07	2.07E-06
3.16015625	1.46E-06	-3.99E-07	1.64E-06
3.162109375	1.49E-06	-1.58E-06	1.81E-06
3.1640625	1.51E-06	-2.49E-06	1.11E-06
3.166015625	1.34E-06	-2.97E-06	9.68E-07
3.16796875	1.03E-06	-3.27E-06	1.39E-06
3.169921875	7.22E-07	-3.27E-06	7.59E-07
3.171875	2.81E-07	-2.79E-06	6.58E-07
3.173828125	-1.74E-07	-2.22E-06	1.55E-06
3.17578125	-5.06E-07	-1.70E-06	1.45E-06
3.177734375	-8.50E-07	-1.08E-06	1.60E-06
3.1796875	-1.13E-06	-6.30E-07	2.81E-06
3.181640625	-1.20E-06	-5.08E-07	2.76E-06
3.18359375	-1.19E-06	-5.53E-07	2.20E-06
3.185546875	-1.09E-06	-9.10E-07	2.77E-06
3.1875	-7.82E-07	-1.63E-06	2.64E-06
3.189453125	-4.87E-07	-2.47E-06	2.02E-06
3.19140625	-2.83E-07	-3.40E-06	2.57E-06
3.193359375	1.87E-08	-4.39E-06	2.50E-06
3.1953125	3.20E-07	-5.14E-06	1.51E-06
3.197265625	5.84E-07	-5.56E-06	1.43E-06
3.19921875	9.44E-07	-5.74E-06	8.88E-07
3.201171875	1.22E-06	-5.58E-06	-5.85E-07
3.203125	1.32E-06	-5.11E-06	-8.26E-07
3.205078125	1.40E-06	-4.54E-06	-8.92E-07
3.20703125	1.32E-06	-3.82E-06	-1.84E-06
3.208984375	1.01E-06	-3.01E-06	-1.63E-06
3.2109375	6.50E-07	-2.31E-06	-9.21E-07
3.212890625	2.31E-07	-1.65E-06	-1.10E-06
3.21484375	-3.05E-07	-1.07E-06	-2.64E-07
3.216796875	-7.90E-07	-8.29E-07	1.25E-06
3.21875	-1.26E-06	-8.63E-07	1.51E-06
3.220703125	-1.75E-06	-1.05E-06	2.18E-06
3.22265625	-2.06E-06	-1.48E-06	3.26E-06
3.224609375	-2.18E-06	-2.02E-06	2.61E-06
3.2265625	-2.28E-06	-2.52E-06	1.84E-06
3.228515625	-2.30E-06	-3.00E-06	1.68E-06
3.23046875	-2.15E-06	-3.37E-06	1.23E-07
3.232421875	-1.96E-06	-3.46E-06	-1.53E-06
3.234375	-1.71E-06	-3.32E-06	-2.12E-06
3.236328125	-1.38E-06	-2.95E-06	-3.52E-06
3.23828125	-1.14E-06	-2.26E-06	-4.69E-06
3.240234375	-9.52E-07	-1.33E-06	-4.09E-06
3.2421875	-7.16E-07	-3.00E-07	-3.88E-06
3.244140625	-5.88E-07	7.20E-07	-3.79E-06
3.24609375	-5.79E-07	1.57E-06	-2.15E-06
3.248046875	-5.74E-07	2.18E-06	-1.00E-06
3.25	-6.31E-07	2.51E-06	-7.26E-07
3.251953125	-7.08E-07	2.53E-06	3.97E-07
3.25390625	-6.86E-07	2.36E-06	6.74E-07
3.255859375	-6.83E-07	2.08E-06	-3.40E-07
3.2578125	-7.53E-07	1.52E-06	-2.71E-07
3.259765625	-7.83E-07	7.86E-07	-3.08E-07
3.26171875	-8.31E-07	7.57E-08	-1.47E-06
3.263671875	-9.31E-07	-6.01E-07	-1.65E-06
3.265625	-9.97E-07	-1.07E-06	-1.85E-06
3.267578125	-1.10E-06	-1.18E-06	-3.34E-06
3.26953125	-1.25E-06	-1.09E-06	-3.75E-06
3.271484375	-1.32E-06	-7.17E-07	-3.50E-06
3.2734375	-1.37E-06	3.89E-08	-4.12E-06
3.275390625	-1.46E-06	9.32E-07	-3.63E-06
3.27734375	-1.55E-06	1.85E-06	-2.39E-06
3.279296875	-1.66E-06	2.82E-06	-2.49E-06
3.28125	-1.76E-06	3.58E-06	-2.26E-06
3.283203125	-1.72E-06	4.04E-06	-1.43E-06
