time	P	Y	R
4.944	0.0001930458077	3.73E-05	-0.0001868452936
4.948	0.0001847513737	4.01E-05	-0.0001748442623
4.952	0.0001726078392	3.85E-05	-0.0001629481406
4.956	0.0001641515611	3.73E-05	-0.0001314705171
4.96	0.0001482619162	2.40E-05	-0.0001248690752
4.964	0.0001319339416	3.43E-05	-0.0001200285742
4.968	0.0001252995373	3.65E-05	-0.0001028691215
4.972	0.0001300619363	2.67E-05	-7.42E-05
4.976	0.0001360683312	2.47E-05	-4.60E-05
4.98	0.0001446135761	1.83E-05	-3.04E-05
4.984	0.0001532950833	1.57E-05	-3.46E-05
4.988	0.0001640653575	1.30E-05	-3.80E-05
4.992	0.0001830653342	2.20E-06	-5.53E-05
4.996	0.0002014347246	-4.68E-06	-4.44E-05
5	0.0002124707727	-3.75E-06	-4.50E-05
5.004	0.0002362754378	-7.80E-06	-4.39E-05
5.008	0.000241273469	-7.16E-06	-7.12E-05
5.012	0.0002604243869	-1.06E-05	-6.82E-05
5.016	0.0002829750727	-2.19E-05	-6.29E-05
5.02	0.0002992052903	-1.34E-05	-4.59E-05
5.024	0.0003177603816	-1.28E-05	-4.93E-05
5.028	0.000332579599	-1.58E-05	-7.81E-05
5.032	0.0003481589469	-1.91E-05	-8.78E-05
5.036	0.0003456951021	-2.19E-05	-8.61E-05
5.04	0.0003506777673	-1.68E-05	-6.96E-05
5.044	0.0003526247713	-1.88E-05	-7.92E-05
5.048	0.0003532267391	-1.67E-05	-8.44E-05
5.052	0.000350991162	-1.46E-05	-0.0001039332982
5.056	0.000339755997	-8.33E-06	-0.0001063790761
5.06	0.0003344256794	5.63E-06	-0.0001191049378
5.064	0.0003317335033	1.96E-05	-0.0001196451852
5.068	0.0003155453132	1.81E-05	-0.0001018961933
5.072	0.0002883448183	1.73E-05	-0.0001063327958
5.076	0.0002718812173	2.41E-05	-9.11E-05
5.08	0.0002492523594	2.36E-05	-9.15E-05
5.084	0.0002286776221	1.53E-05	-7.89E-05
5.088	0.0001920207173	1.10E-05	-6.51E-05
5.092	0.0001808485506	9.55E-06	-5.69E-05
5.096	0.0001607557578	1.19E-05	-6.27E-05
5.1	0.0001509687733	1.41E-05	-5.77E-05
5.104	0.0001427526628	1.22E-05	-6.42E-05
5.108	0.0001339341434	6.58E-06	-6.31E-05
5.112	0.000130656082	8.73E-07	-6.15E-05
5.116	0.0001341273828	-8.83E-06	-6.47E-05
5.12	0.0001339804201	-1.10E-05	-6.22E-05
5.124	0.000141098081	-1.70E-05	-6.23E-05
5.128	0.0001415619991	-2.29E-05	-4.24E-05
5.132	0.0001467169236	-2.91E-05	-3.44E-05
5.136	0.0001484276084	-4.26E-05	-4.09E-05
5.14	0.0001438068587	-4.10E-05	-5.52E-05
5.144	0.0001553478623	-4.37E-05	-5.98E-05
5.148	0.000187171857	-5.16E-05	-2.90E-05
5.152	0.0002030917201	-5.50E-05	-2.06E-05
5.156	0.0002262900003	-6.24E-05	-3.39E-05
5.16	0.0002339553144	-6.88E-05	-3.87E-05
5.164	0.0002467613801	-5.61E-05	-4.89E-05
5.168	0.0002613913934	-6.30E-05	-5.86E-05
5.172	0.0002703055849	-6.12E-05	-5.51E-05
5.176	0.0002670367005	-5.98E-05	-4.72E-05
5.18	0.0002727587751	-5.42E-05	-5.32E-05
5.184	0.0002712404644	-5.21E-05	-6.13E-05
5.188	0.0002690832447	-5.39E-05	-4.52E-05
5.192	0.0002718552114	-4.07E-05	-3.86E-05
5.196	0.0002784269069	-3.10E-05	-3.17E-05
5.2	0.0002736427844	-2.88E-05	-3.88E-05
5.204	0.000273508003	-2.63E-05	-2.37E-05
5.208	0.0002539538749	-2.36E-05	-3.44E-06
5.212	0.0002642367924	-2.16E-05	7.82E-06
5.216	0.0002522533991	-1.52E-05	2.60E-05
5.22	0.0002420911483	-1.35E-06	2.52E-05
5.224	0.0002320630844	-6.60E-06	1.77E-05
5.228	0.0002139320026	-1.17E-05	9.47E-06
5.232	0.0002025868251	-9.15E-06	1.69E-05
5.236	0.0001992077849	-1.06E-05	1.03E-05
5.24	0.0001828635295	-8.40E-06	5.64E-06
5.244	0.0001662035706	-2.13E-05	-2.00E-05
5.248	0.0001507081146	-2.28E-05	-1.79E-05
5.252	0.0001352659131	-2.75E-05	-2.19E-05
5.256	0.0001326797067	-2.53E-05	-2.20E-05
5.26	0.0001300194076	-3.08E-05	3.04E-06
5.264	0.0001218568894	-4.06E-05	1.15E-05
5.268	0.0001249033379	-4.26E-05	3.03E-05
5.272	0.0001171518311	-4.42E-05	4.95E-05
5.276	0.0001190290753	-3.87E-05	5.83E-05
5.28	0.0001341034934	-4.07E-05	5.34E-05
5.284	0.0001513773429	-2.80E-05	4.98E-05
5.288	0.000155428626	-3.43E-05	4.24E-05
5.292	0.0001662166725	-4.05E-05	4.87E-05
5.296	0.0001751665415	-4.31E-05	5.32E-05
5.3	0.0001877495315	-4.17E-05	7.65E-05
5.304	0.0001939185229	-3.63E-05	0.0001044369695
5.308	0.00019922529	-3.45E-05	0.0001103533596
5.312	0.0002155051563	-4.07E-05	0.0001010623377
5.316	0.0002283358964	-4.03E-05	9.08E-05
5.32	0.0002354710326	-3.52E-05	6.35E-05
5.324	0.0002503113365	-4.53E-05	6.31E-05
5.328	0.0002658859198	-5.15E-05	5.43E-05
5.332	0.000273661095	-4.98E-05	4.53E-05
5.336	0.000274842697	-3.62E-05	5.91E-05
5.34	0.0002738618836	-2.64E-05	5.97E-05
5.344	0.0002814920042	-2.02E-05	6.64E-05
5.348	0.0002840414765	-1.83E-05	7.61E-05
5.352	0.0002859651778	-1.56E-05	9.12E-05
5.356	0.0002880195037	-1.98E-06	9.19E-05
5.36	0.0002773862356	1.74E-06	0.0001347624352
5.364	0.0002785605023	3.83E-06	0.000136709957
5.368	0.0002787782533	1.35E-05	0.0001397329788
5.372	0.0002854011121	3.89E-06	0.0001303957667
5.376	0.0002769464341	1.01E-05	0.0001305738323
5.38	0.0002654322774	1.22E-05	0.0001494573823
5.384	0.0002611857965	1.80E-05	0.0001731405944
5.388	0.0002562774843	1.61E-05	0.0001811253452
5.392	0.0002522991119	6.50E-06	0.0001751413108
5.396	0.0002445986785	4.57E-06	0.0001690812946
5.4	0.0002412479258	2.64E-06	0.0001841027394
5.404	0.0002347599504	8.32E-06	0.0001703742137
5.408	0.00022912722	2.44E-06	0.0001820250283
5.412	0.0002234215346	-1.48E-05	0.0002034439976
5.416	0.0002142865855	-1.27E-05	0.0001955031839
5.42	0.0002124751721	-1.86E-05	0.0001938289943
5.424	0.0002106557769	-2.45E-05	0.0001799153339
5.428	0.0002024598706	-2.25E-05	0.0001713534082
5.432	0.0002124036389	-2.47E-05	0.0001542715783
5.436	0.0002286189858	-1.92E-05	0.0001425847819
5.44	0.0002378792581	-1.74E-05	0.0001451996772
5.444	0.0002474249918	-2.37E-05	0.0001347918501
5.448	0.0002579003946	-3.03E-05	0.0001265530876
5.452	0.0002600697773	-2.13E-05	0.0001078781975
5.456	0.0002552496616	-2.36E-05	0.000111187878
5.46	0.0002494188029	-2.58E-05	0.0001076196218
5.464	0.0002524442356	-2.41E-05	0.0001337634886
5.468	0.0002479310135	-2.18E-05	0.0001285468231
5.472	0.0002476473683	-2.71E-05	0.0001289863544
5.476	0.0002396597184	-2.87E-05	0.0001168955528
5.48	0.0002309652054	-2.67E-05	0.0001144463955
5.484	0.0002234931733	-2.47E-05	0.0001317619303
5.488	0.0002163663312	-2.63E-05	0.0001406578095
5.492	0.0002232966664	-1.66E-05	0.0001351586115
5.496	0.0002163700299	-2.85E-06	0.0001363216234
5.5	0.0002137358271	1.11E-05	0.0001390195041
5.504	0.000206642549	1.73E-05	0.0001385239902
5.508	0.0002026914944	1.58E-05	0.0001465187091
5.512	0.0001887231943	2.17E-05	0.0001486250869
5.516	0.000189331855	1.97E-05	0.0001217357847
5.52	0.0001897940548	2.15E-05	9.67E-05
5.524	0.000199307552	2.34E-05	0.0001125771744
5.528	0.0001966908628	1.44E-05	0.0001207849796
5.532	0.0001866966277	1.60E-05	0.0001154350407
5.536	0.0001866445275	2.20E-05	0.0001090841488
5.54	0.0001767002795	2.79E-05	0.0001127331696
5.544	0.0001726394286	3.31E-05	0.00011860618
5.548	0.0001760935163	2.31E-05	0.0001305375248
5.552	0.0001829902159	1.33E-05	0.0001255329586
5.556	0.0001648148047	7.74E-06	0.0001205409035
5.56	0.0001666445851	5.78E-06	0.0001286144893
5.564	0.0001690903145	3.72E-06	0.0001487694386
5.568	0.0001637613983	-5.90E-06	0.0001446931784
5.572	0.0001694805412	-1.54E-05	0.000140952614
5.576	0.0001673257217	-9.75E-06	0.0001405267049
5.58	0.0001650850637	-1.17E-05	0.0001358396493
5.584	0.0001751667102	-6.18E-06	0.0001259052841
5.588	0.0001721171437	-8.16E-06	0.000128401451
5.592	0.0001739639191	5.17E-06	0.0001431392461
5.596	0.0001882783532	6.55E-06	0.0001612946092
5.6	0.0001841062129	8.03E-06	0.0001579137523
5.604	0.0001821728168	5.73E-06	0.0001485642027
5.608	0.0001829259472	-4.27E-06	0.0001378484538
5.612	0.0001809253771	-6.15E-06	0.0001384467467
5.616	0.0001895095209	-6.75E-07	0.0001436753995
5.62	0.0001887409939	-2.63E-06	0.0001368662644
5.624	0.0001946400083	-4.64E-06	0.000132173384
5.628	0.0001953151151	-6.29E-06	0.0001383194731
5.632	0.0001836743807	-1.20E-05	0.0001538856151
5.636	0.0001804727893	-1.76E-05	0.0001629654811
5.64	0.0001752225109	-1.49E-05	0.0001586242405
5.644	0.0001704704196	-2.04E-05	0.0001470189621
5.648	0.0001719145358	-1.82E-05	0.000154540604
5.652	0.0001673244177	-2.36E-05	0.000156193694
5.656	0.0001723371366	-2.13E-05	0.0001602857634
5.66	0.0001711608133	-1.52E-05	0.0001495375203
5.664	0.0001734262165	-9.07E-06	0.0001372756264
5.668	0.0001729127116	-3.06E-06	0.0001458014126
5.672	0.000167406719	-8.82E-06	0.0001498501146
5.676	0.0001608582844	-1.80E-05	0.0001431909015
5.68	0.0001641152103	-1.22E-05	0.0001433126666
5.684	0.000152725849	-1.42E-05	0.0001314245249
5.688	0.0001394276893	-2.34E-05	0.0001179111661
5.692	0.0001511481531	-2.54E-05	0.0001165554358
5.696	0.0001528310268	-2.71E-05	0.0001230038594
5.7	0.0001495755728	-2.88E-05	9.75E-05
5.704	0.0001574284162	-3.09E-05	9.99E-05
5.708	0.0001598467754	-2.92E-05	8.90E-05
5.712	0.0001688464379	-4.27E-05	9.03E-05
5.716	0.0001729161518	-5.21E-05	9.38E-05
5.72	0.000179377739	-5.78E-05	0.0001074442533
5.724	0.0001895039389	-5.19E-05	9.94E-05
5.728	0.0001993152641	-5.37E-05	7.53E-05
5.732	0.0001970771797	-5.93E-05	6.44E-05
5.736	0.0002184546839	-6.95E-05	6.91E-05
5.74	0.0002389837314	-6.75E-05	6.77E-05
5.744	0.0002285168627	-6.53E-05	6.20E-05
5.748	0.0002201046738	-6.67E-05	4.93E-05
5.752	0.0002183364413	-6.46E-05	4.29E-05
5.756	0.0002290579811	-6.23E-05	4.38E-05
5.76	0.0002353829235	-6.40E-05	4.46E-05
5.764	0.0002324144823	-5.38E-05	4.53E-05
5.768	0.0002183688122	-6.25E-05	2.40E-05
5.772	0.00022054795	-6.39E-05	2.31E-05
5.776	0.0002261491912	-6.94E-05	2.30E-05
5.78	0.0002183601235	-6.65E-05	3.52E-05
5.784	0.0001984786286	-5.97E-05	3.08E-05
5.788	0.0002159559376	-6.52E-05	3.05E-05
5.792	0.0002024997632	-5.85E-05	3.65E-05
5.796	0.0002022461337	-5.97E-05	6.30E-05
5.8	0.0002037732434	-6.88E-05	6.59E-05
5.804	0.0001896815879	-6.61E-05	5.83E-05
5.808	0.0001857630936	-5.97E-05	5.66E-05
5.812	0.0001731345544	-6.10E-05	5.44E-05
5.816	0.000174012811	-5.83E-05	5.08E-05
5.82	0.0001718428167	-5.95E-05	3.00E-05
5.824	0.0001725437189	-5.32E-05	2.80E-05
5.828	0.0001647396832	-5.47E-05	1.47E-05
5.832	0.000154715317	-4.44E-05	9.70E-06
5.836	0.0001604859696	-4.63E-05	-8.12E-06
5.84	0.0001676842576	-4.03E-05	-6.19E-06
5.844	0.0001665386805	-3.81E-05	1.52E-05
5.848	0.0001510436417	-3.56E-05	2.61E-05
5.852	0.0001544790892	-3.72E-05	2.41E-05
5.856	0.0001554550539	-2.36E-05	2.09E-05
5.86	0.0001457982472	-1.82E-05	2.96E-05
5.864	0.0001370358165	-1.60E-05	3.63E-05
5.868	0.0001390090527	-1.02E-05	4.65E-05
5.872	0.0001189555655	-3.97E-06	4.72E-05
5.876	0.0001080808816	-1.96E-06	2.16E-05
5.88	0.0001052565287	-1.99E-07	-9.06E-06
5.884	0.0001179335279	5.36E-06	6.58E-06
5.888	0.0001163323678	1.12E-05	1.87E-05
5.892	0.0001095602049	9.01E-06	1.75E-05
5.896	0.0001074771962	3.15E-06	1.18E-05
5.9	0.0001054949643	5.32E-06	-6.18E-07
5.904	0.0001122286442	7.18E-06	4.81E-06
5.908	0.0001115310177	8.94E-06	1.53E-05
5.912	9.85E-05	1.11E-05	1.17E-05
5.916	8.05E-05	5.50E-06	8.22E-06
5.92	9.06E-05	-3.85E-06	2.46E-05
5.924	8.40E-05	2.17E-06	2.67E-05
5.928	8.42E-05	8.10E-06	4.39E-05
5.932	8.71E-05	2.31E-06	4.89E-05
5.936	8.28E-05	-3.57E-06	5.05E-05
5.94	8.06E-05	-1.30E-05	4.08E-05
5.944	7.77E-05	-1.85E-05	4.14E-05
5.948	6.08E-05	-1.23E-05	2.63E-05
5.952	5.87E-05	-1.40E-05	2.07E-05
5.956	5.97E-05	-2.74E-05	7.33E-06
5.96	6.10E-05	-3.66E-05	-5.03E-06
5.964	7.00E-05	-3.81E-05	-9.26E-06
5.968	6.25E-05	-3.19E-05	5.53E-07
5.972	7.02E-05	-3.36E-05	-3.63E-06
5.976	7.27E-05	-4.67E-05	-1.00E-05
5.98	7.39E-05	-4.41E-05	-2.63E-05
5.984	7.16E-05	-5.32E-05	-1.74E-05
5.988	6.72E-05	-6.23E-05	-9.69E-06
5.992	6.78E-05	-5.94E-05	-8.63E-06
5.996	6.47E-05	-6.43E-05	2.43E-07
6	6.52E-05	-6.93E-05	-3.29E-06
6.004	6.01E-05	-6.69E-05	-9.49E-06
6.008	5.97E-05	-6.40E-05	-1.88E-06
6.012	7.10E-05	-6.56E-05	-1.47E-05
6.016	6.99E-05	-7.08E-05	-2.57E-05
6.02	6.90E-05	-7.20E-05	-2.83E-05
6.024	7.52E-05	-7.35E-05	-5.46E-05
6.028	8.38E-05	-7.09E-05	-5.78E-05
6.032	9.44E-05	-7.63E-05	-3.64E-05
6.036	8.98E-05	-7.39E-05	-1.69E-05
6.04	8.66E-05	-7.18E-05	-4.14E-05
6.044	8.97E-05	-6.54E-05	-4.95E-05
6.048	9.02E-05	-5.92E-05	-5.07E-05
6.052	9.04E-05	-6.06E-05	-3.67E-05
6.056	8.67E-05	-5.82E-05	-3.96E-05
6.06	7.47E-05	-5.19E-05	-3.13E-05
6.064	6.35E-05	-4.95E-05	-3.19E-05
6.068	7.74E-05	-5.10E-05	-1.71E-05
6.072	8.80E-05	-4.47E-05	-2.65E-05
6.076	0.00010085153	-4.64E-05	-1.06E-05
6.08	9.28E-05	-4.76E-05	1.50E-05
6.084	9.74E-05	-4.17E-05	2.35E-05
6.088	9.50E-05	-3.53E-05	1.80E-05
6.092	8.94E-05	-3.64E-05	2.52E-05
6.096	9.00E-05	-3.38E-05	2.90E-05
6.1	8.54E-05	-3.87E-05	3.17E-05
6.104	6.72E-05	-3.62E-05	3.00E-05
6.108	6.39E-05	-3.01E-05	3.70E-05
6.112	5.14E-05	-2.75E-05	3.10E-05
6.116	3.99E-05	-2.89E-05	1.15E-05
6.12	3.16E-05	-3.44E-05	3.27E-06
6.124	3.64E-05	-2.83E-05	7.65E-06
6.128	3.05E-05	-2.97E-05	2.30E-05
6.132	2.45E-05	-3.88E-05	1.56E-05
6.136	1.50E-05	-4.42E-05	2.29E-05
6.14	3.81E-06	-4.18E-05	1.75E-05
6.144	-2.31E-07	-3.94E-05	2.04E-05
6.148	2.33E-06	-3.32E-05	2.92E-05
6.152	6.22E-06	-4.66E-05	2.12E-05
6.156	3.19E-06	-5.19E-05	1.93E-05
6.16	3.10E-06	-4.96E-05	2.38E-05
6.164	5.27E-06	-4.35E-05	1.92E-05
6.168	-6.45E-06	-3.74E-05	2.41E-05
6.172	-5.21E-06	-2.72E-05	2.84E-05
6.176	-7.67E-07	-2.50E-05	3.58E-05
6.18	-6.18E-06	-1.48E-05	4.18E-05
6.184	-2.01E-05	-1.24E-05	4.76E-05
6.188	-2.06E-05	-1.40E-05	5.63E-05
6.192	-1.83E-05	-2.36E-05	6.25E-05
6.196	-3.12E-05	-3.27E-05	5.71E-05
6.2	-2.70E-05	-2.65E-05	5.54E-05
6.204	-2.56E-05	-2.40E-05	5.25E-05
6.208	-2.26E-05	-1.78E-05	5.20E-05
6.212	-3.44E-05	-2.67E-05	5.26E-05
6.216	-3.42E-05	-2.82E-05	6.73E-05
6.22	-4.20E-05	-2.19E-05	8.16E-05
6.224	-2.86E-05	-3.53E-05	8.30E-05
6.228	-2.71E-05	-4.86E-05	6.88E-05
6.232	-2.64E-05	-4.19E-05	5.13E-05
6.236	-2.47E-05	-3.91E-05	7.80E-05
6.24	-2.97E-05	-3.64E-05	9.75E-05
6.244	-3.28E-05	-3.02E-05	9.63E-05
6.248	-4.57E-05	-3.53E-05	8.91E-05
6.252	-5.24E-05	-3.69E-05	8.45E-05
6.256	-5.30E-05	-3.78E-05	7.12E-05
6.26	-5.55E-05	-3.90E-05	8.52E-05
6.264	-5.24E-05	-4.02E-05	0.0001009783949
6.268	-5.33E-05	-4.94E-05	0.0001088447491
6.272	-6.20E-05	-5.86E-05	0.000106159223
6.276	-6.15E-05	-6.37E-05	9.60E-05
6.28	-6.37E-05	-7.23E-05	0.000102459897
6.284	-6.28E-05	-7.32E-05	0.0001008882623
6.288	-6.61E-05	-7.82E-05	8.46E-05
6.292	-7.83E-05	-7.91E-05	8.32E-05
6.296	-7.51E-05	-8.06E-05	7.27E-05
6.3	-7.72E-05	-8.54E-05	7.75E-05
6.304	-6.34E-05	-9.79E-05	9.51E-05
6.308	-7.31E-05	-9.85E-05	8.41E-05
6.312	-7.73E-05	-9.92E-05	8.22E-05
6.316	-7.94E-05	-1.00E-04	6.70E-05
6.32	-8.17E-05	-9.29E-05	6.81E-05
6.324	-7.76E-05	-8.59E-05	7.05E-05
6.328	-8.00E-05	-8.29E-05	6.80E-05
6.332	-8.78E-05	-7.99E-05	5.84E-05
6.336	-9.60E-05	-7.69E-05	3.98E-05
6.34	-0.0001028132275	-8.11E-05	3.18E-05
6.344	-0.0001134349317	-8.52E-05	4.16E-05
6.348	-0.0001112002892	-9.80E-05	3.51E-05
6.352	-0.0001132170679	-0.0001025675681	2.06E-05
6.356	-0.0001228861423	-0.0001031139074	2.89E-05
6.36	-0.0001172206464	-0.0001001892473	1.64E-05
6.364	-0.0001088067326	-9.72E-05	2.64E-05
6.368	-9.83E-05	-0.0001023529046	3.72E-05
6.372	-0.0001087505668	-0.0001100981406	4.64E-05
6.376	-0.0001066207885	-0.0001108642399	4.41E-05
6.38	-9.89E-05	-0.0001074969337	5.15E-05
6.384	-9.18E-05	-0.000100632293	5.75E-05
6.388	-9.56E-05	-8.61E-05	7.18E-05
6.392	-8.13E-05	-9.53E-05	6.76E-05
6.396	-7.21E-05	-8.89E-05	6.85E-05
6.4	-6.13E-05	-8.65E-05	7.99E-05
6.404	-5.29E-05	-9.17E-05	7.23E-05
6.408	-4.31E-05	-8.13E-05	8.19E-05
6.412	-1.94E-05	-9.05E-05	8.94E-05
6.416	-5.43E-06	-8.07E-05	8.97E-05
6.42	1.22E-05	-8.69E-05	0.0001069041431
6.424	1.28E-05	-8.42E-05	9.58E-05
6.428	2.15E-05	-7.82E-05	8.42E-05
6.432	2.91E-05	-7.23E-05	8.02E-05
6.436	3.95E-05	-7.40E-05	0.0001068373323
6.44	6.06E-05	-7.62E-05	0.0001098745674
6.444	7.84E-05	-8.20E-05	0.0001080836091
6.448	9.36E-05	-7.26E-05	0.0001046703556
6.452	0.0001076140016	-5.90E-05	0.0001130640937
6.456	0.0001060491235	-5.68E-05	0.0001209377518
6.46	0.0001069997102	-5.44E-05	0.0001139882007
6.464	0.0001187861198	-5.21E-05	0.000110433065
6.468	0.0001295929294	-4.96E-05	8.36E-05
6.472	0.0001322268753	-4.35E-05	8.96E-05
6.476	0.00013618312	-3.73E-05	8.67E-05
6.48	0.0001278216812	-3.12E-05	0.0001063599578
6.484	0.0001260182208	-1.68E-05	0.000105991728
6.488	0.0001284603348	-1.06E-05	9.79E-05
6.492	0.0001298714366	-4.77E-06	9.62E-05
6.496	0.0001276577391	5.36E-06	0.0001053795995
6.5	0.0001428363121	7.59E-06	0.0001240000967
6.504	0.0001447841832	5.96E-06	0.0001313659496
6.508	0.0001465175677	8.15E-06	0.0001124812547
6.512	0.0001394714972	3.06E-06	0.0001021042229
6.516	0.000130987749	9.41E-06	0.0001046696759
6.52	0.0001286456156	3.88E-06	8.57E-05
6.524	0.0001253617615	6.62E-06	7.23E-05
6.528	0.0001308242569	9.13E-06	6.13E-05
6.532	0.0001310419696	1.17E-05	4.98E-05
6.536	0.0001303768874	1.80E-05	4.77E-05
6.54	0.0001243076047	2.81E-05	5.40E-05
6.544	0.0001175323726	3.01E-05	6.26E-05
6.548	0.0001078855986	2.84E-05	6.62E-05
6.552	9.67E-05	2.71E-05	5.05E-05
6.556	9.97E-05	1.75E-05	3.80E-05
6.56	0.0001132366305	2.32E-05	3.39E-05
6.564	0.0001250938001	2.50E-05	5.24E-05
6.568	0.0001257949516	2.34E-05	6.80E-05
6.572	0.0001222781921	2.19E-05	5.13E-05
6.576	0.0001267647984	1.58E-05	4.64E-05
6.58	0.0001181686304	2.59E-06	4.92E-05
6.584	0.0001186992674	5.36E-06	7.81E-05
6.588	0.0001133229248	4.73E-07	0.0001015937616
6.592	0.0001143023816	2.85E-06	9.04E-05
6.596	0.0001052218131	1.80E-06	9.66E-05
6.6	0.000100721089	4.09E-06	9.42E-05
6.604	9.77E-05	6.89E-06	0.0001222576092
6.608	8.74E-05	1.32E-05	0.0001435989858
6.612	7.16E-05	7.84E-06	0.0001565827025
6.616	5.56E-05	7.06E-06	0.0001483565642
6.62	5.94E-05	-1.59E-06	0.0001537113434
6.624	6.53E-05	-7.11E-06	0.0001579669955
6.628	4.98E-05	-7.48E-06	0.0001483492509
6.632	5.54E-05	-1.63E-05	0.0001562593362
6.636	4.79E-05	-1.99E-05	0.0001392666317
6.64	3.62E-05	-2.75E-05	0.000151448526
6.644	4.25E-05	-2.45E-05	0.0001435514172
6.648	6.05E-05	-2.60E-05	0.0001453436808
6.652	7.79E-05	-3.51E-05	0.0001450319162
6.656	8.28E-05	-4.05E-05	0.0001495849638
6.66	8.09E-05	-3.82E-05	0.0001618494676
6.664	7.23E-05	-5.50E-05	0.000176068567
6.668	6.53E-05	-6.00E-05	0.0001758369077
6.672	6.46E-05	-6.12E-05	0.00017029802
6.676	6.91E-05	-7.77E-05	0.000173140253
6.68	7.83E-05	-8.67E-05	0.000168145834
6.684	9.05E-05	-8.82E-05	0.000182505028
6.688	8.54E-05	-9.32E-05	0.000170848947
6.692	9.82E-05	-9.09E-05	0.0001785941805
6.696	0.0001107818884	-8.89E-05	0.0001971887184
6.7	0.0001276173574	-9.05E-05	0.0001918165972
6.704	0.0001399260805	-9.99E-05	0.0001767192276
6.708	0.0001463637399	-9.34E-05	0.0001811894514
6.712	0.0001589937927	-9.44E-05	0.0001961570189
6.716	0.0001617631106	-8.80E-05	0.0001760252931
6.72	0.0001658180224	-7.75E-05	0.0001586468192
6.724	0.0001661417814	-7.86E-05	0.0001501988596
6.728	0.0001565734029	-6.78E-05	0.0001351917383
6.732	0.0001453292886	-7.28E-05	0.0001252578592
6.736	0.0001593623901	-6.59E-05	0.0001357138408
6.74	0.0001595982736	-7.42E-05	0.0001578019288
6.744	0.0001546010453	-7.51E-05	0.0001413752771
6.748	0.0001561965465	-7.17E-05	0.0001388499666
6.752	0.0001420267053	-7.18E-05	0.0001142376124
6.756	0.0001288539088	-6.48E-05	9.65E-05
6.76	0.0001183540365	-6.53E-05	9.27E-05
6.764	0.0001153056157	-5.81E-05	9.16E-05
6.768	0.0001176930933	-5.51E-05	9.12E-05
6.772	0.0001237892345	-5.60E-05	8.03E-05
6.776	0.0001272439579	-4.54E-05	9.82E-05
6.78	0.0001384723248	-3.89E-05	9.45E-05
6.784	0.0001402727467	-4.00E-05	8.35E-05
6.788	0.0001356962926	-4.47E-05	7.11E-05
6.792	0.0001327947672	-4.21E-05	7.55E-05
6.796	0.0001196486381	-3.92E-05	5.40E-05
6.8	0.0001194158802	-3.27E-05	5.36E-05
6.804	0.0001115577626	-2.26E-05	4.41E-05
6.808	0.0001064194489	-2.73E-05	4.39E-05
6.812	0.0001123373287	-2.86E-05	4.67E-05
6.816	0.0001207311375	-3.39E-05	3.76E-05
6.82	0.000119779065	-3.90E-05	2.68E-05
6.824	0.0001184045556	-3.62E-05	2.87E-05
6.828	0.0001179512861	-3.72E-05	2.00E-05
6.832	0.0001211273311	-3.08E-05	1.29E-05
6.836	0.0001242854851	-3.21E-05	2.97E-05
6.84	0.0001255187599	-2.94E-05	2.11E-05
6.844	0.0001179343256	-3.46E-05	1.59E-06
6.848	0.0001162689996	-2.77E-05	5.12E-06
6.852	0.0001176048707	-2.89E-05	-5.97E-06
6.856	0.0001271098131	-4.21E-05	-8.41E-06
6.86	0.0001193245131	-3.92E-05	-2.17E-05
6.864	0.0001261170469	-4.05E-05	-1.55E-05
6.868	0.0001157353298	-4.08E-05	-1.08E-05
6.872	0.0001226029901	-4.21E-05	9.14E-06
6.876	0.0001242046965	-3.91E-05	1.24E-05
6.88	0.0001205986483	-4.07E-05	9.03E-06
6.884	0.0001110486334	-4.20E-05	-1.81E-06
6.888	0.000108133391	-3.92E-05	2.89E-06
6.892	0.0001053036336	-2.92E-05	-7.10E-06
6.896	9.36E-05	-3.02E-05	-6.64E-06
6.9	9.06E-05	-2.73E-05	6.31E-06
6.904	8.57E-05	-2.10E-05	2.47E-05
6.908	7.57E-05	-2.22E-05	1.59E-05
6.912	6.56E-05	-2.30E-05	1.76E-05
6.916	6.35E-05	-2.43E-05	-4.32E-06
6.92	7.19E-05	-2.57E-05	1.92E-05
6.924	7.35E-05	-3.48E-05	1.82E-05
6.928	5.89E-05	-4.75E-05	1.47E-05
6.932	5.98E-05	-4.50E-05	6.60E-06
6.936	5.36E-05	-3.90E-05	5.36E-06
6.94	6.30E-05	-3.27E-05	1.53E-06
6.944	6.26E-05	-2.97E-05	7.51E-06
6.948	6.20E-05	-2.30E-05	1.20E-05
6.952	5.92E-05	-1.63E-05	2.55E-05
6.956	6.89E-05	-1.79E-05	2.09E-05
6.96	8.49E-05	-1.48E-05	1.83E-05
6.964	9.43E-05	-1.64E-05	2.43E-05
6.968	0.0001025165926	-1.40E-05	3.04E-05
6.972	0.0001019965382	-1.52E-05	2.25E-05
6.976	0.0001010478821	-1.64E-05	2.76E-05
6.98	0.0001246651095	-1.39E-05	4.02E-05
6.984	0.0001259602286	-1.91E-05	4.44E-05
6.988	0.0001239558971	-1.68E-05	3.38E-05
6.992	0.0001200094019	-1.03E-05	3.19E-05
6.996	0.0001172458448	-7.72E-06	3.35E-05
7	0.0001160353411	-1.32E-06	3.57E-05
7.004	0.0001075335619	8.89E-06	3.89E-05
7.008	9.87E-05	1.50E-05	5.03E-05
